법정동시도코드,시도명,법정동시군구코드,시군구명,시간코드,전체_카드,교통,백화점,소형유통,숙박,스포츠외,여행,요식,의료,주유,주차장,편의점,할인점외
28,인천,177,미추홀구,52,11004,4000,1481,3910,433,1597,178,11405,441,2170,1120,5100,4859
42,강원,790,화천군,53,845,292,58,353,40,122,0,961,28,284,86,413,311
47,경북,940,울릉군,52,242,98,14,80,6,0,0,151,0,51,0,101,73
41,경기,285,고양시 일산동구,51,19840,5581,3024,7921,1018,3577,442,22416,1331,5053,2132,9567,9081
45,전북,140,익산시,51,15632,6591,1359,5580,495,1841,137,13592,681,3564,1124,5889,6706
31,울산,200,북구,53,17856,5064,2131,6486,796,2242,929,16419,952,5257,1151,7231,7870
41,경기,281,고양시 덕양구,53,44452,12299,5719,19666,1957,7121,746,50638,2662,11073,4701,21197,19846
11,서울,320,도봉구,54,20688,5940,3034,8836,853,3031,284,24685,1210,3538,1432,10369,10151
47,경북,900,예천군,54,815,207,78,343,31,87,0,795,30,267,55,354,349
46,전남,800,장흥군,51,490,113,49,212,20,53,0,433,33,137,42,191,178
44,충남,131,천안시 동남구,52,20679,8692,2152,8576,739,2947,192,20594,893,5631,1379,9222,9170
41,경기,135,성남시 분당구,54,21388,7221,4670,8784,1213,4201,326,25881,1183,4686,2149,10309,9312
45,전북,800,부안군,55,230,108,32,108,6,19,0,212,15,72,18,103,115
41,경기,117,수원시 영통구,54,31323,10334,5868,12210,1367,5241,296,34298,1286,7539,3367,14288,13828
41,경기,650,포천시,52,1317,320,160,520,51,178,7,1337,61,392,134,657,547
11,서울,290,성북구,52,42466,12772,7421,17112,2032,6977,599,49849,2215,7485,3360,20822,19631
11,서울,440,마포구,51,42909,14413,7152,17544,2239,7177,763,51607,2194,7122,3693,21483,18480
41,경기,390,시흥시,51,19358,5077,1980,7589,805,2948,202,20222,922,5550,2533,9191,8689
41,경기,113,수원시 권선구,51,22767,8387,4806,8785,940,3324,210,24164,968,5800,2484,10600,10510
48,경남,850,하동군,52,433,114,38,191,6,39,0,348,16,139,24,185,186
41,경기,800,연천군,51,332,61,28,137,18,50,0,356,6,98,25,156,142
43,충북,760,괴산군,53,420,127,51,186,13,59,0,461,15,128,36,200,193
42,강원,190,태백시,51,1267,542,101,487,72,177,11,1147,59,313,64,610,508
48,경남,850,하동군,54,464,140,39,197,19,43,0,392,16,153,29,211,199
43,충북,111,청주시 상당구,55,2580,1120,334,1097,120,383,21,2866,146,795,304,1236,1200
46,전남,110,목포시,54,11170,4399,1413,4872,438,1487,67,11165,617,3041,487,4542,4929
47,경북,250,상주시,54,1607,442,157,553,43,186,6,1403,69,451,88,667,624
41,경기,285,고양시 일산동구,52,21212,6148,3342,8520,1097,3675,484,24186,1470,5245,2271,10375,9701
42,강원,800,양구군,55,179,61,15,71,0,23,0,191,6,44,6,92,69
46,전남,900,진도군,54,469,125,58,194,25,45,0,419,24,156,28,176,201
26,부산,410,금정구,54,10136,3808,1405,3322,471,1287,290,10011,441,2086,952,4192,4570
44,충남,825,태안군,55,191,48,21,93,0,0,0,191,8,59,12,87,76
46,전남,770,고흥군,52,797,184,57,365,28,78,6,672,53,224,37,260,290
43,충북,113,청주시 흥덕구,53,27489,11906,4675,10732,1277,4672,315,28882,1297,7873,2831,12648,12714
45,전북,190,남원시,54,2566,937,184,1012,82,242,11,2117,90,636,122,959,946
31,울산,140,남구,52,23921,7852,3514,8845,1174,3345,1586,23191,1312,6737,1852,10202,10648
36,세종,110,세종시,53,68308,20437,8835,26189,3035,9814,659,64262,2912,18621,6516,25422,29092
43,충북,130,충주시,54,6103,2768,573,2430,248,861,47,6624,205,1670,431,3049,2733
44,충남,180,보령시,51,3638,1179,337,1361,104,329,22,2905,164,970,128,1298,1496
28,인천,710,강화군,55,157,36,16,59,0,19,0,167,7,50,20,66,49
29,광주,170,북구,52,16694,5972,1973,6343,686,2361,174,15720,739,4521,1463,6214,7311
26,부산,290,남구,51,13500,5050,2247,4131,631,1796,304,12162,815,2989,1467,4978,5672
46,전남,720,곡성군,53,875,283,68,379,27,78,6,667,31,275,54,310,292
43,충북,114,청주시 청원구,53,15471,5968,2129,6056,646,2728,177,16104,597,4799,1533,7200,7145
48,경남,330,양산시,53,19802,5270,2059,6991,794,2460,475,18429,844,5498,1885,8010,8863
47,경북,720,군위군,54,267,57,24,98,0,8,0,227,12,83,17,101,136
28,인천,185,연수구,52,19685,5831,3830,6904,1071,3202,360,19592,907,4779,2733,8302,8481
28,인천,140,동구,55,425,141,50,132,9,61,6,418,9,78,42,193,163
41,경기,131,성남시 수정구,51,4559,1557,672,1911,199,746,56,5313,206,823,401,2259,2024
45,전북,111,전주시 완산구,51,12365,4557,1342,4682,514,1950,111,11991,600,3418,1177,4765,5420
44,충남,790,청양군,52,391,145,44,174,0,28,0,367,24,111,25,168,155
41,경기,570,김포시,52,25221,5860,3384,10386,1303,4339,621,27246,1423,6560,2974,11707,11444
11,서울,350,노원구,54,36704,10171,5921,15637,1584,5796,459,43084,1890,6513,2674,17929,17366
41,경기,450,하남시,55,2774,986,437,1058,115,486,19,3095,144,682,354,1344,1175
48,경남,129,창원시 진해구,51,6093,1764,705,2335,288,942,129,6178,403,2055,579,2713,2824
11,서울,350,노원구,51,28812,7584,4478,12250,1270,4654,348,33357,1568,5319,2159,13687,13685
41,경기,131,성남시 수정구,54,6082,2202,986,2617,287,963,70,7139,257,1110,527,3101,2717
41,경기,173,안양시 동안구,53,37892,11766,5997,15169,1818,6780,435,42823,2140,8973,3961,17615,17647
27,대구,170,서구,52,6289,2194,893,2189,213,634,45,6019,232,1519,409,2740,2859
41,경기,131,성남시 수정구,55,1594,600,238,640,77,249,18,1783,71,309,153,818,697
41,경기,250,동두천시,54,1399,387,192,600,67,204,10,1504,65,358,107,715,636
45,전북,730,무주군,54,468,143,48,210,20,56,0,433,12,141,23,200,169
46,전남,890,완도군,54,424,118,37,183,20,34,0,375,13,112,22,160,132
11,서울,500,강서구,53,77802,24749,13098,32910,3816,12586,1875,93161,4046,14652,6791,40055,37238
48,경남,170,진주시,53,8630,3314,1302,3339,433,1151,138,8924,538,2568,674,3804,3951
47,경북,170,안동시,53,4770,1897,571,1997,209,577,19,5154,264,1247,348,2284,2237
41,경기,310,구리시,52,6773,1999,1357,2611,366,1086,84,7586,324,1631,690,3286,3102
28,인천,110,중구,53,9705,3190,1492,3584,503,1400,257,10480,413,2483,1069,4655,4164
44,충남,790,청양군,53,558,197,64,240,6,43,0,516,29,172,38,235,202
26,부산,290,남구,53,18660,7063,3090,5703,876,2496,407,16990,1078,4095,1965,7135,7880
30,대전,200,유성구,54,49985,17898,9350,17974,2332,6697,555,45323,1833,12377,4584,18840,19682
41,경기,500,이천시,55,836,377,143,333,46,143,9,986,15,198,94,473,384
11,서울,740,강동구,51,15621,5058,2943,6719,809,2756,202,18894,806,2939,1564,7739,7444
29,광주,140,서구,51,12243,4567,1619,4709,539,1964,146,12032,614,3146,1061,4670,5479
41,경기,630,양주시,52,4912,1129,595,2064,185,720,46,4998,196,1287,492,2268,1981
41,경기,480,파주시,54,25305,6527,3223,10112,1086,4483,566,27008,1272,7662,2936,12156,11138
47,경북,900,예천군,52,865,235,93,368,30,111,0,853,38,276,63,378,372
47,경북,130,경주시,55,4495,1949,511,1646,252,552,54,4529,237,1327,554,1931,2055
28,인천,177,미추홀구,53,15678,5683,2083,5491,625,2257,233,16027,616,3111,1581,7309,6831
41,경기,173,안양시 동안구,51,26030,8127,3982,10358,1231,4717,312,29354,1454,6257,2707,12051,12190
43,충북,111,청주시 상당구,54,7686,3016,988,3252,367,1217,85,8359,424,2321,828,3540,3406
44,충남,200,아산시,55,14401,6040,1486,5652,583,2023,132,13978,520,4217,1371,6488,5872
46,전남,170,나주시,55,2925,798,282,1405,129,428,27,3037,109,940,223,1112,1199
46,전남,810,강진군,54,514,100,48,226,22,36,0,426,20,149,19,159,147
41,경기,430,의왕시,55,3393,1223,523,1363,199,635,41,3838,191,949,457,1631,1538
26,부산,200,영도구,51,3908,1648,686,1154,134,336,90,3408,244,726,327,1534,1702
47,경북,210,영주시,52,2589,1010,233,1113,86,295,8,2506,119,661,160,1198,1143
11,서울,560,영등포구,51,43830,15048,8355,17036,2275,7425,777,51689,2374,7570,3835,21973,19661
11,서울,680,강남구,52,33099,12225,6320,11974,2341,6536,571,38525,1876,6384,3630,16312,13748
47,경북,130,경주시,53,18787,6651,1892,6553,927,2115,248,17736,1073,5498,2053,7420,8526
47,경북,920,봉화군,52,370,113,30,148,16,32,0,329,9,104,20,154,135
44,충남,150,공주시,52,1853,556,237,710,65,222,8,1635,57,508,140,733,741
43,충북,730,옥천군,53,2380,767,191,873,70,230,8,1885,139,614,190,839,885
48,경남,127,창원시 마산회원구,51,4782,1485,674,1768,173,625,73,4672,282,1351,418,2035,2169
41,경기,500,이천시,52,2251,890,381,935,132,366,29,2574,72,570,256,1211,992
47,경북,820,청도군,52,1732,553,200,624,69,154,8,1362,88,501,106,601,771
42,강원,150,강릉시,53,25017,8996,1575,10932,1487,3707,433,25213,1735,7503,2577,11337,10261
48,경남,850,하동군,55,76,0,0,28,0,0,0,55,7,6,0,29,27
41,경기,590,화성시,52,38851,11734,5758,15071,1747,6368,385,41241,1570,11241,4209,17919,17247
47,경북,760,영양군,51,109,13,0,34,6,0,0,111,0,39,0,47,47
26,부산,350,해운대구,54,26978,10523,5788,8614,1662,3853,854,26452,1475,5820,3223,10865,12349
41,경기,480,파주시,55,6549,1919,862,2597,290,1242,135,7050,333,2115,819,3311,2852
26,부산,140,서구,55,2132,1035,386,719,96,260,59,2216,136,421,220,978,908
28,인천,245,계양구,52,10266,3194,1307,3995,386,1454,170,10733,469,1972,992,4593,4762
44,충남,133,천안시 서북구,51,33758,13981,3741,13393,1355,5039,274,32952,1276,9512,2366,14654,14230
43,충북,770,음성군,55,533,200,59,219,23,65,0,550,15,180,44,285,224
11,서울,140,중구,53,18199,6334,3402,7072,1001,3020,240,21927,928,2641,1606,9362,8069
41,경기,111,수원시 장안구,53,25407,7858,4512,9895,976,3885,269,26761,1037,5858,2684,11018,11658
45,전북,770,순창군,52,327,86,29,137,7,21,0,244,12,101,20,102,131
47,경북,111,포항시 남구,55,4490,1461,509,1573,246,627,38,4393,245,1399,371,1773,2029
43,충북,770,음성군,51,1235,459,140,466,63,165,7,1194,32,348,115,579,478
46,전남,150,순천시,52,17871,6804,1857,7563,692,2605,175,17286,841,5225,1279,6836,7731
46,전남,130,여수시,53,21323,8050,2083,9005,1018,3410,341,20333,1334,6584,2340,8805,8990
41,경기,171,안양시 만안구,55,6359,2403,890,2501,290,903,56,7008,272,1461,598,3161,2865
28,인천,140,동구,53,2195,711,273,723,78,264,28,2226,120,444,182,1011,973
28,인천,720,옹진군,53,350,116,34,140,27,30,0,347,9,102,32,188,146
31,울산,110,중구,55,4756,1877,696,1730,266,714,306,4924,259,1355,451,2144,2138
48,경남,840,남해군,54,247,93,25,104,6,23,0,264,8,68,23,120,103
48,경남,270,밀양시,53,7875,2439,717,2218,202,701,61,6009,437,2010,351,2526,3490
47,경북,290,경산시,54,20673,6545,2715,7146,745,2610,185,19562,793,5587,1351,8599,9320
41,경기,150,의정부시,52,14234,4068,2524,5608,622,2183,205,15897,703,2936,1473,7164,6403
43,충북,112,청주시 서원구,53,12578,5358,1761,5325,517,2057,120,13768,673,3410,1229,5773,5919
41,경기,370,오산시,55,3323,1210,463,1270,141,520,31,3655,104,945,389,1752,1521
48,경남,720,의령군,53,208,51,20,89,0,25,0,193,11,45,17,93,77
47,경북,730,의성군,53,608,162,63,226,20,57,0,557,19,153,33,231,243
11,서울,545,금천구,53,26909,8917,3284,10591,1084,3469,320,30659,1178,4565,2072,13777,13257
50,제주,130,서귀포시,51,1216,375,104,489,97,179,104,1269,22,355,143,566,550
46,전남,710,담양군,54,637,153,55,292,17,71,0,552,22,190,75,192,247
43,충북,150,제천시,51,6219,2259,524,2398,208,757,49,6313,370,1537,347,2841,2887
27,대구,230,북구,54,30504,11083,4573,10701,1077,3630,240,30433,1216,7151,2142,13609,13564
44,충남,180,보령시,52,4218,1398,369,1554,139,371,38,3299,172,1101,145,1506,1704
42,강원,110,춘천시,51,27264,12037,2262,11693,1282,4574,301,30447,1524,7740,1826,13161,13174
41,경기,450,하남시,51,7420,2211,1171,2827,373,1347,73,8074,360,1850,899,3447,3101
11,서울,590,동작구,55,14358,5420,2373,6077,720,2425,213,17514,679,2503,1328,7690,6612
45,전북,720,진안군,51,197,35,7,73,6,12,0,181,0,52,18,71,61
26,부산,350,해운대구,51,23640,8823,4934,7374,1450,3446,701,22739,1378,5317,2855,9297,10840
41,경기,360,남양주시,54,30092,10010,5159,12343,1335,4462,320,33791,1302,7081,2984,14618,13513
26,부산,410,금정구,52,9093,3351,1227,2956,447,1143,252,8835,395,1873,853,3668,4043
47,경북,170,안동시,55,1303,534,150,541,54,174,10,1413,71,360,99,659,602
48,경남,220,통영시,53,936,403,119,352,50,133,13,982,28,266,77,452,421
46,전남,730,구례군,51,517,161,31,225,21,37,0,433,20,172,13,180,185
41,경기,610,광주시,54,4417,1262,712,1746,229,746,49,4891,186,1283,581,2246,1880
42,강원,150,강릉시,55,8930,3588,581,3850,521,1328,158,9336,617,2572,907,4200,3581
48,경남,121,창원시 의창구,53,11064,3492,1507,4039,464,1606,214,10947,689,3300,1065,4634,5051
28,인천,720,옹진군,55,79,6,0,26,0,0,0,58,0,17,0,48,25
29,광주,200,광산구,51,14398,5098,1414,5578,609,2165,160,13736,714,4071,1377,5551,6555
28,인천,237,부평구,55,5292,1989,697,1954,232,767,87,5731,236,1030,525,2555,2275
48,경남,123,창원시 성산구,51,14598,4944,2393,5561,641,2209,293,14929,1146,4592,1354,6138,6556
45,전북,140,익산시,52,18390,7786,1615,6528,565,2177,168,15846,775,4183,1296,6889,7812
41,경기,113,수원시 권선구,55,13810,5845,3168,5321,562,2072,134,15119,497,3328,1552,6797,6309
48,경남,250,김해시,54,19274,4833,2560,7021,772,2740,623,19342,1181,5812,1637,8341,8773
41,경기,135,성남시 분당구,53,31232,9948,6577,12918,1798,6180,466,37197,1780,6819,3073,14700,13697
45,전북,790,고창군,55,362,106,34,141,17,35,0,322,10,119,21,146,133
41,경기,271,안산시 상록구,54,12957,4401,1727,4915,554,1977,129,14333,561,3093,1217,6611,6097
47,경북,230,영천시,54,4015,1149,440,1358,128,342,25,3522,148,1180,218,1526,1763
44,충남,710,금산군,51,660,223,46,246,15,44,0,554,25,148,49,212,247
28,인천,245,계양구,53,14538,4523,1804,5581,587,2099,244,15328,670,2902,1444,6615,6801
44,충남,800,홍성군,54,5898,1873,510,2289,175,732,19,5214,236,1680,261,2349,2321
43,충북,740,영동군,55,1157,453,108,459,32,113,6,980,58,327,54,434,387
43,충북,760,괴산군,54,319,90,35,139,7,35,0,336,8,92,24,143,139
41,경기,250,동두천시,51,1053,278,126,418,50,130,7,1088,54,245,75,517,481
28,인천,245,계양구,51,8196,2573,1044,3201,358,1272,135,8631,413,1655,824,3732,3829
27,대구,230,북구,55,11904,4755,1841,4185,504,1500,79,12329,460,2767,869,5670,5266
42,강원,760,평창군,55,838,253,70,351,44,85,0,752,49,253,69,334,309
48,경남,125,창원시 마산합포구,52,5186,1648,751,1869,188,592,83,4905,297,1342,461,2045,2249
26,부산,530,사상구,51,6824,2753,891,2301,249,789,203,6222,408,1397,608,2770,3127
45,전북,111,전주시 완산구,55,4524,1971,547,1690,208,691,50,4481,226,1261,435,1913,1974
28,인천,110,중구,52,6833,2320,1051,2521,362,949,171,7269,301,1723,733,3153,2850
46,전남,870,영광군,51,554,160,49,201,24,62,0,510,14,155,45,223,210
46,전남,820,해남군,51,711,176,78,296,27,72,0,606,34,211,36,269,249
41,경기,670,여주시,54,907,295,109,333,45,133,6,939,21,266,98,446,367
48,경남,123,창원시 성산구,54,18920,6589,3307,7300,869,2955,403,19950,1383,5870,1801,8232,8534
43,충북,800,단양군,51,748,200,48,237,27,60,0,590,29,213,23,296,253
48,경남,740,창녕군,55,201,57,24,57,0,8,0,186,7,61,7,97,96
48,경남,270,밀양시,55,2901,1077,292,883,63,288,15,2495,133,723,157,1090,1313
11,서울,470,양천구,55,13761,4693,2471,5644,745,2578,327,16543,815,2827,1414,6946,6485
43,충북,750,진천군,52,1840,618,220,739,92,288,10,1987,66,628,193,894,820
11,서울,710,송파구,51,24382,8949,5329,9926,1391,4763,358,28825,1187,4821,2279,12051,11290
45,전북,790,고창군,52,985,297,80,375,36,91,0,826,60,280,62,352,373
41,경기,461,용인시 처인구,54,3651,1026,532,1486,164,614,44,3762,170,996,420,1789,1578
44,충남,770,서천군,55,260,75,47,112,6,28,0,236,15,62,19,120,77
41,경기,310,구리시,55,1654,571,331,623,91,257,19,1828,73,455,177,800,761
48,경남,890,합천군,53,421,107,37,168,17,37,0,411,15,123,29,149,170
47,경북,720,군위군,51,188,53,17,69,6,0,0,152,0,49,0,77,89
41,경기,500,이천시,54,2340,927,393,944,137,382,30,2656,69,633,290,1313,1011
11,서울,110,종로구,52,18134,6407,3099,7309,1023,2881,293,21915,1126,2951,1602,9264,7916
41,경기,670,여주시,53,1285,410,134,507,70,201,12,1320,36,369,135,612,538
48,경남,121,창원시 의창구,55,2906,1064,391,1034,144,402,47,2980,183,807,289,1303,1311
47,경북,840,성주군,52,815,208,82,309,20,66,0,745,22,228,64,292,303
28,인천,200,남동구,52,17507,5764,2561,6664,823,2696,278,18476,734,3746,2028,8163,8094
47,경북,940,울릉군,51,254,90,10,89,0,0,0,157,0,58,0,101,69
48,경남,220,통영시,54,718,299,99,289,40,99,10,754,22,203,58,354,330
46,전남,150,순천시,51,16836,6141,1745,7192,667,2500,187,16422,850,5085,1284,6431,7390
11,서울,170,용산구,51,24576,8992,4976,9674,1518,4199,364,29306,1340,4150,2447,12354,10591
48,경남,129,창원시 진해구,52,7430,2131,909,2890,345,1180,148,7458,463,2510,710,3258,3429
41,경기,360,남양주시,55,9851,3893,1617,3979,476,1445,117,11182,395,2454,1044,4856,4426
41,경기,113,수원시 권선구,53,37124,13197,7807,14331,1448,5290,346,39407,1499,9306,4020,17256,16964
46,전남,710,담양군,53,847,202,75,369,18,81,7,722,30,264,89,255,301
41,경기,430,의왕시,53,14561,4429,2074,5813,679,2387,161,15736,751,3660,1679,6672,6492
11,서울,200,성동구,51,23187,7861,3908,9089,1305,4093,338,28264,1159,3938,2101,11337,10758
47,경북,930,울진군,55,356,136,52,148,30,49,0,346,20,123,35,163,134
44,충남,760,부여군,52,1071,349,144,404,32,107,0,871,42,281,45,404,347
46,전남,230,광양시,55,1312,404,121,571,67,237,17,1322,78,417,139,579,555
27,대구,170,서구,55,2415,941,343,885,91,273,15,2320,83,577,184,1093,1112
42,강원,820,고성군,54,208,51,19,103,12,41,0,210,8,54,16,112,90
41,경기,287,고양시 일산서구,53,28595,7257,4983,11693,1324,5027,516,32503,1781,7269,2784,13610,13277
26,부산,470,연제구,53,14614,5592,2431,4538,632,1966,356,13636,673,2863,1414,5772,6883
48,경남,250,김해시,53,23591,5596,3025,8506,901,3344,723,23137,1471,7087,2008,9996,10758
44,충남,770,서천군,51,1138,302,163,455,35,118,7,928,45,283,46,389,371
26,부산,140,서구,54,5629,2530,987,1808,235,638,158,5560,322,1071,517,2451,2344
41,경기,210,광명시,53,35763,10254,5072,14149,1503,4974,374,38946,1812,7384,3451,15766,17189
48,경남,170,진주시,51,4985,1984,758,1944,247,645,83,5148,306,1389,397,2207,2251
29,광주,200,광산구,53,22538,8022,2229,8606,915,3331,251,21333,1083,6265,2110,8622,10209
45,전북,210,김제시,53,2600,805,195,929,67,320,21,2222,108,713,166,932,1082
46,전남,780,보성군,52,722,233,52,287,23,81,0,592,22,190,51,234,270
30,대전,170,서구,52,54032,19937,9327,19401,2081,6493,489,48929,1900,11903,4127,21094,21949
47,경북,210,영주시,51,2151,828,183,922,73,216,6,2038,94,576,133,915,968
46,전남,880,장성군,55,438,130,36,172,19,49,0,366,14,120,34,142,139
42,강원,770,정선군,54,1324,508,114,533,109,154,9,1208,57,419,73,667,505
47,경북,760,영양군,52,108,6,8,44,7,0,0,127,0,49,6,62,54
42,강원,210,속초시,54,1076,435,108,464,67,187,23,1262,53,244,98,589,512
47,경북,113,포항시 북구,52,18568,5559,2080,6739,709,2404,178,17478,1024,5448,1197,7081,8170
41,경기,271,안산시 상록구,53,17621,5634,2253,6724,745,2620,189,19353,776,4262,1623,8783,8380
45,전북,130,군산시,55,1996,911,332,828,103,317,15,2004,65,588,156,917,854
26,부산,350,해운대구,55,9245,3908,1952,2921,617,1458,299,9144,537,2109,1245,3949,4172
47,경북,113,포항시 북구,55,7796,2731,906,2892,311,1018,76,7731,404,2224,524,3098,3499
41,경기,820,가평군,54,2514,867,293,1030,108,345,22,2436,102,658,146,1072,808
44,충남,810,예산군,54,3406,1200,338,1465,101,383,15,3193,122,953,165,1396,1309
46,전남,780,보성군,53,854,257,62,344,28,92,0,711,28,247,62,298,325
11,서울,230,동대문구,55,9863,3920,1761,3905,522,1644,136,12065,497,1669,872,5332,4424
26,부산,170,동구,52,4296,1888,751,1395,183,458,68,3936,258,785,401,1780,1704
48,경남,880,거창군,55,201,84,35,86,0,33,0,232,7,62,27,102,89
29,광주,140,서구,52,16018,6003,2169,5979,684,2421,185,15640,770,3949,1322,6156,7131
48,경남,880,거창군,52,733,258,97,314,18,86,8,754,30,234,67,342,291
45,전북,180,정읍시,52,3805,1294,254,1487,103,381,16,3104,176,970,189,1238,1402
50,제주,110,제주시,55,1619,725,153,646,128,294,128,1823,67,404,200,839,745
41,경기,670,여주시,55,307,92,40,108,10,40,0,330,0,96,31,158,136
47,경북,130,경주시,54,15436,5815,1657,5352,768,1770,206,14826,838,4548,1734,6293,6914
48,경남,820,고성군,53,369,106,42,149,18,27,0,315,11,94,23,167,150
41,경기,830,양평군,51,4615,1416,468,1868,197,521,33,4214,240,1218,380,1795,1784
41,경기,410,군포시,52,19072,5941,3068,7338,790,2664,180,21027,1000,4146,1603,8645,9058
26,부산,500,수영구,52,10592,4392,2015,3322,477,1436,290,10142,554,2050,994,4403,4491
11,서울,290,성북구,55,13034,4648,2211,5069,711,2172,207,15296,597,2363,1112,6730,5835
11,서울,500,강서구,54,61096,20667,10499,25809,2999,9909,1555,74068,3101,11415,5407,31910,29217
27,대구,710,달성군,55,3619,1167,526,1304,153,386,28,3524,111,1073,312,1578,1531
47,경북,830,고령군,51,240,49,20,81,0,0,0,191,7,54,18,87,102
44,충남,800,홍성군,55,1532,533,133,559,46,184,0,1382,46,467,83,635,570
41,경기,370,오산시,53,12118,3540,1643,4596,452,1861,108,12627,509,3542,1177,5784,5540
48,경남,125,창원시 마산합포구,53,6729,2161,923,2349,258,764,101,6373,395,1785,616,2736,2922
47,경북,750,청송군,53,338,82,33,129,11,26,0,320,22,114,31,154,139
26,부산,140,서구,53,6688,2910,1094,2127,263,731,172,6481,430,1289,620,2817,2797
11,서울,350,노원구,52,36640,9563,5717,15544,1563,5662,442,42445,1970,6546,2639,17527,17258
28,인천,200,남동구,55,4740,1782,713,1823,206,796,72,5150,210,1102,580,2323,2111
44,충남,133,천안시 서북구,54,44916,18477,5000,17799,1779,6620,372,44076,1570,12630,3090,19703,18849
46,전남,780,보성군,54,643,199,52,246,18,81,0,565,22,188,50,213,239
44,충남,825,태안군,51,372,98,41,158,18,28,0,342,10,109,20,160,132
11,서울,140,중구,55,5031,1999,961,1915,296,866,54,6065,248,765,456,2657,2200
42,강원,750,영월군,51,960,341,76,391,40,114,13,902,59,213,46,408,369
44,충남,250,계룡시,54,5709,1465,633,2208,252,1094,35,5184,214,1694,371,2069,2409
46,전남,720,곡성군,54,674,216,54,291,21,66,6,530,22,200,40,250,215
41,경기,171,안양시 만안구,52,17003,5569,2308,6721,717,2317,183,18401,822,3724,1526,8115,7597
47,경북,150,김천시,51,12131,4333,1058,4647,353,1276,67,10543,703,3424,748,4634,4952
45,전북,710,완주군,52,2249,605,209,957,89,303,25,2157,84,734,185,886,993
27,대구,200,남구,55,3942,1774,608,1330,161,463,28,3960,120,841,281,1876,1669
41,경기,650,포천시,54,1344,343,172,576,46,186,10,1469,55,432,141,696,588
