년,월,선불카드(일반),선불카드(청소년),선불카드(어린이),선불카드(특수),후불카드(일반),후불카드(청소년),후불카드(어린이),아이조아선불(일반),아이조아선불(청소년),아이조아선불(어린이),아이조아후불(일반),무임카드(경로자),무임카드(장애인),무임카드(유공자),일반권,할인권,우대권(경로자),우대권(장애인),우대권(유공자),정액권,정기출입권,단체권,기타
2021,05,1376526,556204,121358,0,4749526,75358,1713,71408,118296,11822,43143,2338472,280722,20080,158743,68382,331874,202308,3171,0,15400,0,169625
2021,06,1340331,492149,104361,0,4617816,64866,1548,74088,113476,11549,43193,2317420,279415,19672,133439,49922,324886,196410,3300,0,16115,64,173503
2021,07,1289655,445644,104807,0,4433236,57731,1323,69096,104412,10701,40560,2278639,273057,18987,134078,58314,315601,191828,3116,0,18211,0,184115
2021,08,1196128,385832,88492,0,4053520,52425,1062,62331,92488,9472,35541,2136033,253938,17795,120310,50448,292573,176998,2730,0,16719,48,178652
2021,09,1282133,442094,98803,0,4291318,61074,1398,67082,105664,11324,37919,2246718,262341,18548,129956,54543,312791,184554,2747,0,14027,0,177182
2021,10,1410659,492870,115155,0,4719514,69001,1388,73992,116678,12490,41470,2490639,287006,20738,148399,68429,361390,199781,3186,0,14932,83,195260
2021,11,1481945,488108,110409,0,5114277,67978,1208,79666,114684,12856,44979,2495082,291046,21266,148231,59807,365351,201632,3202,0,15153,42,256799
2021,12,1433192,526403,111730,0,4939583,76637,1057,78312,130268,13292,43562,2309407,284455,20830,141631,60416,339977,194958,2999,0,16052,0,247411
2022,01,1295077,388641,101733,0,4474794,65745,962,68847,98450,12856,38109,2270713,272401,18955,131350,64042,331814,181480,2700,0,15365,0,181582
2022,02,1091872,316220,84011,0,3732013,58280,1047,58047,80101,11179,31683,1869974,231236,16183,109583,50075,272800,155958,2238,0,14221,0,152299
2022,03,1337320,537740,118418,0,4620214,115191,2170,77266,126663,14093,41264,2254906,269619,18927,125275,50981,333966,180435,2789,0,16391,0,170410
2022,04,1425840,524085,130228,0,4961011,113116,2917,83851,130011,16726,45224,2448713,286209,21066,138758,67445,373404,193292,3047,0,16325,513,172258
2022,05,1559110,612500,163699,0,5489715,131309,3641,90293,145509,19246,49699,2719734,309887,23205,175615,95283,421147,212705,3410,0,16728,1114,195750
2022,06,1440572,467428,132123,0,4994811,98291,2798,83109,124225,17425,46589,2663181,301982,23469,143703,70184,418091,205405,3513,0,15882,1144,188227
2022,07,1443681,449116,143821,0,4925355,92513,3030,79033,120503,18154,44913,2646200,303921,23416,151745,85954,409229,205968,3535,0,20234,1918,202199
2022,08,1352167,396847,129444,0,4589904,82005,2208,71876,108045,17730,41129,2539033,291706,22464,135543,81496,387763,194396,3237,0,19346,480,187624
2022,09,1464225,454880,134089,0,5027136,96556,2298,79179,120097,18000,44837,2562805,292309,22123,145824,77471,403864,197570,3143,0,15264,558,179953
2022,10,1538439,482788,154382,0,5252438,101198,2365,83347,130079,19780,46238,2793944,308711,24643,158831,89057,453916,212947,3497,0,15576,2345,182056
2022,11,1538703,456331,135478,0,5334548,91827,1838,84392,125952,17352,47779,2743343,302303,25089,142496,68751,438964,209536,3575,0,15321,1214,177928
2022,12,1543266,490837,151498,0,5336197,99371,1930,84138,137297,18549,47663,2651603,300954,25571,151533,77654,437941,206461,3265,0,15759,724,178559
2023,01,1387925,376085,139191,0,4732639,79926,1760,73601,102813,19146,42117,2436006,278370,23010,138095,77880,397895,190084,3031,0,14129,343,174802
2023,02,1374180,387722,151722,0,4711616,89544,1905,77163,104539,20942,43056,2584629,289062,24936,130753,76430,422906,193931,2920,0,14316,578,163893
2023,03,1627465,572744,184449,0,5599169,141670,3487,93320,149723,24198,51229,2991408,332154,32082,140250,65213,490389,221230,2906,0,16008,242,180528
2023,04,1577064,493109,172982,0,5336612,122651,3303,88771,137238,23259,48890,2854896,317167,31200,134505,65863,470469,212929,2489,0,15146,855,171494
2023,05,1624903,554243,208311,0,5534483,140270,3854,92880,150450,24889,49354,2904666,323584,31996,146419,80078,482004,215558,2315,0,14532,1686,175859
2023,06,1540588,430400,183541,0,5136007,109142,3036,88307,131720,23436,46732,2820175,317855,31843,128310,66700,474440,207790,2127,0,15066,1267,175396
2023,07,1491532,396537,201605,0,4847185,101303,3219,84345,124672,23976,44402,2774398,269667,27599,130998,76986,385539,193346,1846,0,17555,518,177923
2023,08,1456895,360617,205969,0,4713684,94779,2551,80841,119348,24536,42421,2721237,265035,26771,122088,74526,373168,191150,1861,0,17061,784,172909
2023,09,1545018,390389,211457,0,5074930,103295,2922,86168,129137,24247,44633,2733749,265354,26399,129854,73936,375797,188443,1856,0,14488,979,172084
2023,10,1625378,405561,246261,0,5274267,108441,2734,92195,137046,26039,48485,2958609,283361,29545,139474,78789,425259,202647,1896,0,15336,788,200301
2023,11,1621503,391874,239327,0,5361504,109907,2317,93361,138607,23436,49272,2870172,279692,29111,123866,58788,407704,195607,1747,0,15105,1058,235135
2023,12,1607916,400597,276519,0,5291600,123829,2221,92897,144454,24961,48390,2797819,276791,29225,137892,76439,415378,195351,1739,0,15228,804,220014
2024,01,1514536,300150,250620,0,4944046,103828,2199,91367,113731,25088,46166,2856692,274560,28656,114886,70001,374743,198792,1948,0,15174,419,182829
2024,02,1405405,287973,266526,0,4593239,108672,2841,83498,109122,25478,42670,2598434,251205,26271,110530,74850,350004,181426,2107,0,14316,714,159982
2024,03,1625002,412716,345201,0,5414076,176505,4597,98467,159735,29685,51001,3354974,336796,33740,116519,69237,463004,229352,2774,0,15120,323,171754
2024,04,1621802,364808,312883,0,5352396,160642,5007,100197,150732,29370,51204,3047526,288177,29513,112092,63103,410374,204911,2477,0,15715,2144,170107
2024,05,1695299,408354,396406,0,5604307,186731,5478,103543,169064,32630,53683,3121955,296004,29565,125655,83221,417033,211820,2704,0,15569,1945,177718
2024,06,1544042,299407,316357,0,4998521,139240,4170,92020,141039,28721,46851,2908332,273871,27735,105668,65091,383395,195235,2581,0,15384,1171,168323
2024,07,1576874,300934,363297,0,5033627,139535,4131,93011,145578,28849,45888,2964721,282128,28851,108780,71331,381249,196554,2533,0,17890,322,187322
2024,08,1483826,266840,345802,0,4697670,126839,3634,84117,130856,28686,43124,2819903,266945,26962,100520,74648,351574,188699,2402,0,16413,424,167841
2024,09,1518816,273547,330673,0,4882271,131649,3590,85413,130890,26968,44283,2728809,260466,26040,100557,65692,347703,183981,2300,0,14766,877,159208
2024,10,1632081,289191,373498,0,5248364,140377,3673,94849,143458,28706,49532,3029284,284666,29513,107982,64868,398746,200738,2688,0,16432,932,184832
2024,11,1641502,289240,366498,0,5333139,142663,3368,95398,147149,28143,49126,2929103,280867,29149,100349,57021,382263,198451,2594,0,16555,1139,191367
2024,12,1701144,287064,382018,0,5353711,161474,3112,96969,159485,29240,49817,2881348,348223,31592,105956,64397,402357,202119,2778,0,16687,545,549208
2025,01,1531753,203289,293036,0,4707285,125184,2869,84552,115512,27241,43102,2616033,254741,27560,92657,64543,351008,183362,2436,0,14383,0,200137
2025,02,1542566,208806,316256,0,4729742,141070,3446,88292,119081,29232,45938,2599653,254095,28464,89794,60083,343228,184060,2278,0,15072,7226,183595
2025,03,1803907,294028,392739,0,5532322,225810,5245,103979,167714,33721,52545,3003065,283483,31512,97760,58393,384461,204677,2506,0,15733,1192,196787
2025,04,1823668,271383,355260,0,5570629,207629,5150,106299,161916,31799,53449,3032595,285191,31234,88231,50726,381315,205223,2480,0,16565,584,205124
2025,05,1817124,297678,447397,0,5675264,229785,6226,105295,174517,34660,53390,3010049,280846,30416,98992,70610,378414,205724,2962,0,16281,218,204638
2025,06,1668332,232421,343137,0,5090800,172852,5028,97075,150559,30361,48729,2882855,267438,28589,82996,53949,352631,194003,2628,0,16474,1728,190637
2025,07,1700679,245375,387102,0,5018053,172431,5080,97257,155102,30389,48082,2988328,275519,28685,80700,55305,321854,192262,2459,0,18690,545,197425
2025,08,1697599,233555,370907,0,4749935,159715,4395,89761,144506,30953,43226,2906035,262173,27844,77043,59284,306938,187303,2445,0,24088,563,194196
2025,09,1889846,248183,343460,0,5336098,174272,4095,100350,157574,29306,48763,3022124,276780,28971,74158,47789,315392,191460,2664,0,25542,1275,195553
2025,10,1864267,244845,366745,0,5102760,166753,3506,91961,147562,27842,44444,2821503,259164,26668,85330,57565,307188,188606,2649,0,23894,942,248908
2025,11,1950251,249389,345040,0,5259649,170250,3137,97617,156819,27628,46637,2931240,269996,28394,76259,43671,316654,193090,2617,0,22959,568,381161
2025,12,2003991,278983,396614,0,5354721,195431,3395,101272,174439,29100,48944,2956899,279336,29719,80245,50015,329187,197507,2895,0,29826,1059,637857
2026,01,1827050,210340,340434,0,4829539,157608,3213,93594,132922,25724,44153,2767534,258733,27235,70260,48358,288655,183941,2357,0,30458,122,177686
2026,02,1718245,202323,344605,0,4481152,163370,3452,84996,125695,25708,40622,2517464,230890,24477,72104,55019,254844,167723,2188,0,26532,167,152865
