자원번호,자원명,분류
13019,Paenibacillus barcinonensis,Bacteria
12569,Tenacibaculum aestuarii,Bacteria
12570,Mariniflexile gromovii,Bacteria
19130,Aeromicrobium panacisoli,Bacteria
12574,Inquilinus ginsengisoli,Bacteria
12584,Halomonas kribbensis,Bacteria
12586,Albimonas donghaensis,Bacteria
12585,Leeia oryzae,Bacteria
12580,Sphingopyxis panaciterrae,Bacteria
13929,Ectobacillus panaciterrae,Bacteria
13934,Peribacillus kribbensis,Bacteria
12575,Kaistia granuli,Bacteria
12576,Pedobacter ginsengisoli,Bacteria
12577,Polaromonas ginsengisoli,Bacteria
12578,Sphingobacterium composti,Bacteria
12579,Sphingobacterium daejeonense,Bacteria
12582,Sphingopyxis ginsengisoli,Bacteria
12583,Variovorax ginsengisoli,Bacteria
13931,Paenibacillus ginsengisoli,Bacteria
19131,Aeromicrobium panaciterrae,Bacteria
19133,Cellulomonas chitinilytica,Bacteria
19134,Kribbella ginsengisoli,Bacteria
19135,Nocardioides ginsengisoli,Bacteria
13935,Virgibacillus halophilus,Bacteria
13936,Terribacillus saccharophilus,Bacteria
13937,Terribacillus halophilus,Bacteria
12588,Emticicia ginsengisoli,Bacteria
12589,Dyadobacter ginsengisoli,Bacteria
12591,Rhizobacter fulvus,Bacteria
12594,Pedobacter panaciterrae,Bacteria
12599,Dyella ginsengisoli,Bacteria
12600,Lysobacter daecheongensis,Bacteria
12601,Luteimonas aquatica,Bacteria
12602,Lysobacter ginsengisoli,Bacteria
13938,Brevibacillus ginsengisoli,Bacteria
13940,Microlunatus ginsengisoli,Bacteria
13941,Paenibacillus pocheonensis,Bacteria
13942,Tumebacillus ginsengisoli,Bacteria
13943,Neobacillus pocheonensis,Bacteria
13944,Weizmannia ginsengihumi,Bacteria
19136,Nocardioides panaciterrae,Bacteria
19137,Streptomyces ginsengisoli,Bacteria
19138,Streptomyces ginsengisoli,Bacteria
19139,Streptomyces panacagri,Bacteria
19141,Streptomyces panaciterrae,Bacteria
13020,Paenibacillus massiliensis subsp. panacisoli,Bacteria
12607,Hymenobacter soli,Bacteria
12608,Simplicispira limi,Bacteria
12609,Brevundimonas aveniformis,Bacteria
12610,Flavobacterium filum,Bacteria
12611,Flavobacterium croceum,Bacteria
12612,Flavobacterium defluvii,Bacteria
12613,Hydrogenophaga caeni,Bacteria
12614,Runella defluvii,Bacteria
12615,Runella limosa,Bacteria
12616,Caenimonas koreensis,Bacteria
19142,Microbispora rosea subsp. taiwanensis,Bacteria
13025,Bacillus drentensis,Bacteria
12624,Lysobacter pocheonensis,Bacteria
12625,Patulibacter panaciterrae,Bacteria
12628,Solirubrobacter soli,Bacteria
12629,Sphingomonas sediminicola,Bacteria
12630,Sphingomonas ginsengisoli,Bacteria
12637,Pedobacter daechungensis,Bacteria
12638,Daejeonella composti,Bacteria
12639,Mucilaginibacter daejeonensis,Bacteria
12641,Mucilaginibacter pocheonensis,Bacteria
12642,Mucilaginibacter composti,Bacteria
12643,Parapedobacter koreensis,Bacteria
12644,Olivibacter terrae,Bacteria
12645,Olivibacter soli,Bacteria
12646,Olivibacter ginsengisoli,Bacteria
12650,Chitinophaga soli,Bacteria
12654,Chitinophaga ginsengisegetis,Bacteria
12655,Segetibacter koreensis,Bacteria
12656,Flavisolibacter ginsengiterrae,Bacteria
12657,Flavisolibacter ginsengisoli,Bacteria
12658,Panacibacter ginsenosidivorans,Bacteria
12647,Chitinophaga filiformis,Bacteria
12653,Chitinophaga japonensis,Bacteria
12661,Myroides pelagicus,Bacteria
12662,Halomonas gomseomensis,Bacteria
12663,Halomonas janggokensis,Bacteria
12664,Salinicola salarius,Bacteria
12665,Halomonas denitrificans,Bacteria
12666,Arenimonas composti,Bacteria
12667,Arenimonas daejeonensis,Bacteria
12668,Parapusillimonas granuli,Bacteria
12671,Methylobacterium jeotgali,Bacteria
13030,Salinicoccus jeotgali,Bacteria
13031,Marinococcus jeotgali,Bacteria
12677,Vibrio nereis,Bacteria
12678,Vibrio cyclitrophicus,Bacteria
12679,Vibrio splendidus,Bacteria
19143,Kribbia dieselivorans,Bacteria
12690,Ewingella americana,Bacteria
13033,Paenibacillus lentimorbus,Bacteria
5329,Paeniclostridium ghonii,Bacteria
5331,Clostridium paraputrificum,Bacteria
5340,Acidipropionibacterium jensenii,Bacteria
12694,Vibrio mytili,Bacteria
12695,Vibrio gazogenes,Bacteria
12696,Vibrio alginolyticus subsp. iophagus,Bacteria
5330,Clostridium malenominatum,Bacteria
5342,Pseduopropionibacterium propionicum,Bacteria
12697,Vibrio ezurae,Bacteria
12698,Vibrio neonatus,Bacteria
12699,Vibrio superstes,Bacteria
19145,Mycobacterium paraseoulense,Bacteria
19146,Mycobacterium seoulense,Bacteria
19147,Mycobacterium senuense,Bacteria
12701,Vibrio aerogenes,Bacteria
12700,Vibrio agarivorans,Bacteria
12702,Vibrio neptunius,Bacteria
12703,Vibrio xuii,Bacteria
12704,Actibacter sediminis,Bacteria
12705,Marinitalea sucinacia,Bacteria
19148,Catellatospora luteus,Bacteria
19150,Pseudonocardia endophytica,Bacteria
19151,Pseudonocardia callicarpa,Bacteria
19152,Glycomyces endophyticus,Bacteria
19153,Glycomyces albus,Bacteria
19154,Pseudonocardia albus,Bacteria
19155,Glycomyces sambucus,Bacteria
19156,Micrococcus endophyticus,Bacteria
19157,Pseudonocardia fici,Bacteria
19158,Glycomyces scopariae,Bacteria
19160,Saccharomonospora sp.,Bacteria
19162,Saccharopolyspora halophila,Bacteria
19163,Saccharomonospora sp.,Bacteria
19164,Streptomonospora sp.,Bacteria
19166,Haloactinomyces sp.,Bacteria
19168,Haloactinomyces sp.,Bacteria
19169,Haloactinomyces sp.,Bacteria
19172,Kocuria halotolerans,Bacteria
19173,Brevibacterium album,Bacteria
12708,Mesonia mobilis,Bacteria
12710,Algibacter mikhailovii,Bacteria
12711,Arenicella chitinivorans,Bacteria
12713,Echinicola vietnamensis,Bacteria
12716,Algoriphagus vanfongensis,Bacteria
12718,Alkalihalobacillus berkeleyi,Bacteria
12719,Salinimicrobium marinum,Bacteria
12721,Tamlana crocina,Bacteria
12722,Loktanella tamlensis,Bacteria
19176,Labedella gwakjiensis,Bacteria
12723,Photobacterium lutimaris,Bacteria
12724,Vibrio harveyi,Bacteria
12725,Vibrio ichthyoenteri,Bacteria
12726,Vibrio natriegens,Bacteria
12727,Vibrio penaeicida,Bacteria
12729,Vibrio tubiashii,Bacteria
5326,Campylobacter concisus,Bacteria
5327,Campylobacter jejuni subsp. jejuni,Bacteria
5333,Dellaglioa algida,Bacteria
5336,Lacticaseibacillus pantheris,Bacteria
5337,Ligilactobacillus saerimneri,Bacteria
5339,Propionibacterium avidum,Bacteria
5343,Acidipropionibacterium thoenii,Bacteria
12735,Donghicola eburneus,Bacteria
12737,Pseudoruegeria aquimaris,Bacteria
12738,Sulfitobacter marinus,Bacteria
13036,Paenibacillus montaniterrae,Bacteria
13038,Paenibacillus siamensis,Bacteria
13042,Paenibacillus xylanisolvens,Bacteria
13043,Paenibacillus thailandensis,Bacteria
13044,Paenibacillus nanensis,Bacteria
13047,Streptococcus mitis,Bacteria
13046,Streptococcus parasanguinis,Bacteria
13048,Streptococcus oralis subsp. oralis,Bacteria
12741,Vibrio diazotrophicus,Bacteria
12742,Vibrio nigripulchritudo,Bacteria
19177,Tsukamurella tyrosinosolvens,Bacteria
19178,Tsukamurella strandjordii,Bacteria
12755,Glaciecola agarilytica,Bacteria
13049,Paenibacillus donghaensis,Bacteria
13050,Planococcus donghaensis,Bacteria
5341,Propionimicrobium lymphophilum,Bacteria
19180,Nocardioides insulae,Bacteria
12756,Marinobacterium litorale,Bacteria
12757,Marinobacterium marisflavi,Bacteria
12758,Pontibacter akesuensis,Bacteria
19181,Agromyces allii,Bacteria
19182,Aestuariimicrobium kwangyangense,Bacteria
12760,Methylosinus trichosporium,Bacteria
12761,Flavobacterium terrigena,Bacteria
12762,Pedobacter terrae,Bacteria
12763,Sphingopyxis marina,Bacteria
12764,Sphingopyxis litoris,Bacteria
5352,Porphyromonas gingivalis,Bacteria
17482,Pseudozyma jejuensis,Yeast
13053,Cohnella thermotolerans,Bacteria
13054,Cohnella hongkongensis,Bacteria
12768,Variovorax defluvii,Bacteria
12771,Rhodanobacter thiooxydans,Bacteria
12772,Devosia subaequoris,Bacteria
12774,Neolewinella agarilytica,Bacteria
5349,Veillonella ratti,Bacteria
12780,Sphingomonas yabuuchiae,Bacteria
12779,Blastomonas ursincola,Bacteria
13055,Pediococcus cellicola,Bacteria
12784,Derxia gummosa,Bacteria
12788,Caulobacter ginsengisoli,Bacteria
13057,Propionibacterineae bacterium,Bacteria
13058,Microlunatus panaciterrae,Bacteria
13059,Paenibacillus ginsengarvi,Bacteria
13060,Cohnella panacarvi,Bacteria
19186,Jiangella ginsengisoli,Bacteria
19187,Nocardioides panacihumi,Bacteria
19188,Pseudonocardiaceae bacterium,Bacteria
19189,Microbacterium ginsengisoli,Bacteria
19190,Nocardioides ginsengiglaebae,Bacteria
19195,Micromonospora lutea,Bacteria
12790,Vibrio orientalis,Bacteria
5348,Eggerthia catenaformis,Bacteria
26314,Trichoderma pleurotum,Mold
17555,Kluyveromyces marxianus var. marxianus,Yeast
13061,Oceanobacillus caeni,Bacteria
12791,Inhella inkyongensis,Bacteria
17569,Candida viswanathii,Yeast
17571,Pichia fermentans var. fermentans,Yeast
19196,Tessaracoccus flavescens,Bacteria
19197,Nocardioides hwasunensis,Bacteria
19198,Agrococcus jejuensis,Bacteria
19199,Terrabacter lapilli,Bacteria
19200,Lapillicoccus jejuensis,Bacteria
12794,Phaeobacter daeponensis,Bacteria
12800,Castellaniella defragrans,Bacteria
12802,Aminobacter aminovorans,Bacteria
12804,Giesbergeria giesbergeri,Bacteria
13065,Fredinandcohnia humi,Bacteria
13066,Neobacillus niacini,Bacteria
13067,Alkalihalobacillus pseudalcaliphilus,Bacteria
13069,Solibacillus silvestris,Bacteria
26315,Trichoderma pleuroticola,Mold
19205,Rhodococcus qingshengii,Bacteria
13078,Weizmannia acidiproducens,Bacteria
19206,Cellulosimicrobium terreum,Bacteria
12820,Pedobacter insulae,Bacteria
12821,Devosia insulae,Bacteria
12822,Lysobacter dokdonensis,Bacteria
13102,Paenibacillus nematophilus,Bacteria
12827,Vibrio hispanicus,Bacteria
12831,Vibrio tasmaniensis,Bacteria
12832,Fulvivirga kasyanovii,Bacteria
19207,Aeromicrobium ginsengisoli,Bacteria
5376,Sporolactobacillus vineae,Bacteria
12833,Sediminibacterium ginsengisoli,Bacteria
12834,Solimonas soli,Bacteria
12836,Chitinophaga terrae,Bacteria
12838,Pigmentiphaga daeguensis,Bacteria
12839,Caenispirillum bisanense,Bacteria
12840,Rheinheimera aquimaris,Bacteria
12841,Chryseobacterium daeguense,Bacteria
12842,Sneathiella glossodoripedis,Bacteria
12847,Halomonas lutea,Bacteria
12848,Microbulbifer halophilus,Bacteria
19209,Pseudarthrobacter defluvii,Bacteria
12849,Kaistia geumhonensis,Bacteria
12850,Kaistia dalseonensis,Bacteria
13114,Viridibacillus arenosi,Bacteria
13115,Viridibacillus arvi,Bacteria
12861,Pseudovibrio japonicus,Bacteria
13119,Sporosarcina saromensis,Bacteria
13120,Amphibacillus sediminis,Bacteria
13122,Leifsonia lichenia,Bacteria
12862,Jannaschia donghaensis,Bacteria
12863,Loktanella maricola,Bacteria
12864,Sulfitobacter donghicola,Bacteria
13124,Pelagicoccus albus,Bacteria
13126,Pelagicoccus mobilis,Bacteria
12865,Coraliomargarita akajimensis,Bacteria
12866,Persicitalea jodogahamensis,Bacteria
19210,Actinocorellia cavernae,Bacteria
19211,Amycolatopsis halotolerans,Bacteria
19212,Amycolatopsis jejuensis,Bacteria
19213,Nocardia jejuensis,Bacteria
19214,Nocardioides marinisabuli,Bacteria
12870,Cerasicoccus arenae,Bacteria
19216,Agromyces terreus,Bacteria
19217,Nocardioides terrigena,Bacteria
12871,Brevundimonas lenta,Bacteria
12872,Sphingomonas insulae,Bacteria
12873,Rhizobium soli,Bacteria
12874,Roseomonas terrae,Bacteria
12875,Pedobacter lentus,Bacteria
12876,Pedobacter terricola,Bacteria
12877,Chryseobacterium flavum,Bacteria
12878,Klebsiella alba,Bacteria
12880,Hansschlegelia zhihuaiae,Bacteria
12881,Sinobacter flavus,Bacteria
5392,Clostridium beijerinckii,Bacteria
5383,Clostridium akagii,Bacteria
19218,Rhodococcus zopfii,Bacteria
19219,Streptacidiphilus jiangxiensis,Bacteria
19220,Streptacidiphilus oryzae,Bacteria
19222,Jiangella alkaliphila,Bacteria
19223,Nocardia speluncae,Bacteria
12883,Salinimicrobium xinjiangense,Bacteria
13129,Gracilibacillus lacisalsi,Bacteria
13133,Enterococcus camelliae,Bacteria
13134,Enterococcus thailandicus,Bacteria
13135,Paenibacillus cellulositrophicus,Bacteria
12885,Aidingimonas halophila,Bacteria
19231,Yimella lutea,Bacteria
19232,Dietzia lutea,Bacteria
19233,Prauserella sp.,Bacteria
19234,Saccharomonospora saliphila,Bacteria
19235,Saccharopolyspora qijiaojingensis,Bacteria
19236,Streptomonospora halophila,Bacteria
13141,Paenibacillus ginsengihumi,Bacteria
19237,Microbacterium soli,Bacteria
13142,Chryseoglobus frigidaquae,Bacteria
12893,Aureimonas frigidaquae,Bacteria
12894,Chryseobacterium aquifrigidense,Bacteria
12896,Shewanella haliotis,Bacteria
5387,Clostridium tyrobutyricum,Bacteria
5388,Clostridium oceanicum,Bacteria
5389,Thermoanaerobacter thermohydrosulfuricus,Bacteria
5391,Clostridium aurantibutyricum,Bacteria
5393,Paraclostridium bifermentans subsp. bifermentans,Bacteria
12970,Sediminitomix flava,Bacteria
13143,Sanguibacter antarcticus,Bacteria
13144,Halobacillus campisalis,Bacteria
13145,Halobacillus seohaensis,Bacteria
12971,Pseudidiomarina salinarum,Bacteria
12972,Marinobacter salicampi,Bacteria
12973,Microbulbifer celer,Bacteria
12974,Salegentibacter salarius,Bacteria
12975,Salegentibacter salinarum,Bacteria
12901,Methylobacterium platani,Bacteria
12906,Rubritalea spongiae,Bacteria
12907,Rubritalea tangerina,Bacteria
12903,Pelagicoccus croceus,Bacteria
12909,Methylophaga aminisulfidivorans,Bacteria
19241,Streptomyces deccanensis,Bacteria
12976,Secundilactobacillus kimchicus,Bacteria
19243,Saccharopolyspora gloriosae,Bacteria
19244,Oerskovia ginkgo,Bacteria
12979,Chelatococcus daeguensis,Bacteria
12980,Hydrogenophaga bisanensis,Bacteria
12981,Daeguia caeni,Bacteria
19246,Nocardioides hankookensis,Bacteria
19247,Microbacterium insulae,Bacteria
19248,Phycicoccus dokdonensis,Bacteria
12984,Parapedobacter soli,Bacteria
19255,Pseudoclavibacter soli,Bacteria
13150,Pisciglobus halotolerans,Bacteria
5418,Eubacterium barkeri,Bacteria
5419,Anaerocolumna aminovalerica,Bacteria
5420,Clostridium cadaveris,Bacteria
5421,Lacrimispora aerotolerans,Bacteria
5424,Clostridium aminophilum,Bacteria
5425,Lacrimispora algidixylanolytica,Bacteria
5427,Clostridium bowmanii,Bacteria
5428,Clostridium algidicarnis,Bacteria
5430,Enterocloster bolteae,Bacteria
5431,Enterocloster asparagiformis,Bacteria
5432,Clostridium algoriphilum,Bacteria
12986,Roseibacillus ishigakijimensis,Bacteria
12987,Roseibacillus ponti,Bacteria
12988,Roseibacillus persicicus,Bacteria
12982,Panacagrimonas perspica,Bacteria
22007,Lysobacter capsici,Bacteria
5435,Clostridium colicanis,Bacteria
5436,Clostridium cocleatum,Bacteria
5437,Bacteroides acidifaciens,Bacteria
5439,Clostridium frigidicarnis,Bacteria
5440,Clostridium drakei,Bacteria
5441,Bacteroides intestinalis,Bacteria
5442,Bacteroides coprosuis,Bacteria
19264,Rothia arfidiae,Bacteria
22008,Roseobacter denitrificans,Bacteria
5443,Phocaeicola coprocola,Bacteria
5444,Clostridium grantii,Bacteria
5445,Rikenella microfusus,Bacteria
5446,Phocaeicola dorei,Bacteria
5447,Bacteroides finegoldii,Bacteria
5449,Clostridium arbusti,Bacteria
13154,Lysinibacillus parviboronicapiens,Bacteria
22010,Variovorax boronicumulans,Bacteria
13155,Sanguibacter soli,Bacteria
22011,Lysobacter soli,Bacteria
19265,Nocardioides humi,Bacteria
22012,Rubellimicrobium mesophilum,Bacteria
19266,Phycicoccus bigeumensis,Bacteria
19267,Lysinimonas kribbensis,Bacteria
19268,Leifsonia bigeumensis,Bacteria
19269,Microbacterium kribbense,Bacteria
19270,Cryobacterium mesophilum,Bacteria
19271,Nocardioides sediminis,Bacteria
19272,Nocardioides koreensis,Bacteria
19274,Nocardioides halotolerans,Bacteria
19275,Nocardioides islandensis,Bacteria
19276,Nocardioides agariphilus,Bacteria
5452,Bacteroides helcogenes,Bacteria
5453,Mitsuokella multacida,Bacteria
5454,Prevotella bivia,Bacteria
5455,Prevotella denticola,Bacteria
5456,Bacteroides eggerthii,Bacteria
5457,Prevotella melaninogenica,Bacteria
22013,Arenibacter echinorum,Bacteria
22015,Bizionia echini,Bacteria
22016,Pseudozobellia thermophila,Bacteria
22020,Leeuwenhoekiella palythoae,Bacteria
22021,Maribacter polysiphoniae,Bacteria
22023,Maribacter stanieri,Bacteria
22024,Olleya algicola,Bacteria
22026,Winogradskyella echinorum,Bacteria
22027,Labrys miyagiensis,Bacteria
19278,Streptacidiphilus anmyonensis,Bacteria
19279,Streptacidiphilus rugosus,Bacteria
19280,Streptacidiphilus melanogenes,Bacteria
22028,Pseudochrobactrum saccharolyticum,Bacteria
22029,Pseudochrobactrum asaccharolyticum,Bacteria
22030,Pseudochrobactrum kiredjianae,Bacteria
22031,Thorsellia anophelis,Bacteria
22032,Polaromonas aquatica,Bacteria
22033,Polaromonas vacuolata,Bacteria
22034,Polaromonas naphthalenivorans,Bacteria
22035,Castellaniella denitrificans,Bacteria
22036,Herminiimonas aquatilis,Bacteria
22037,Herminiimonas fonticola,Bacteria
22038,Herminiimonas arsenicoxydans,Bacteria
19281,Mycobacterium bolletii,Bacteria
19282,Janibacter anophelis,Bacteria
19283,Nesterenkonia lacusekhoensis,Bacteria
19284,Nesterenkonia aethiopica,Bacteria
22039,Persicirhabdus sediminis,Bacteria
22040,Luteolibacter algae,Bacteria
22041,Luteolibacter pohnpeiensis,Bacteria
5470,Phocaeicola massiliensis,Bacteria
5471,Porphyromonas asaccharolytica,Bacteria
19285,Nakamurella lactea,Bacteria
19287,Marmoricola bigeumensis,Bacteria
19288,Nocardioides dilutus,Bacteria
19289,Nocardioides tritolerans,Bacteria
19290,Nocardioides bigeumensis,Bacteria
13161,Scopulibacillus darangshiensis,Bacteria
13162,Lentibacillus salinarum,Bacteria
19291,Glutamicibacter soli,Bacteria
22045,Roseomonas vinacea,Bacteria
19293,Actinopolymorpha cephalotaxi,Bacteria
19294,Alloactinosynnema album,Bacteria
19297,Geodermatophilus ruber,Bacteria
19299,Kineosporia sp.,Bacteria
19302,Saccharopolyspora emeiensis,Bacteria
19303,Saccharopolyspora antimicrobica.,Bacteria
19304,Saccharopolyspora sp.,Bacteria
19306,Kocuria flava,Bacteria
19307,Kocuria turfanensis,Bacteria
22046,Allopusillimonas ginsengisoli,Bacteria
13163,Curtobacterium ginsengisoli,Bacteria
5494,Clostridium estertheticum subsp. laramiense,Bacteria
22048,Luteimonas aestuarii,Bacteria
22049,Paracoccus aestuarii,Bacteria
22050,Sphingomonas aestuarii,Bacteria
22051,Alishewanella aestuarii,Bacteria
19309,Nocardioides dokdonensis,Bacteria
5496,Hoylesella buccalis,Bacteria
5498,Odoribacter splanchnicus,Bacteria
5499,Prevotella disiens,Bacteria
22052,Aliihoeflea aestuarii,Bacteria
19310,Nocardioides mesophilus,Bacteria
19311,Parafrigoribacterium mesophilum,Bacteria
22053,Maribacter arcticus,Bacteria
22054,Chryseobacterium taichungense,Bacteria
22055,Chryseobacterium wanjuense,Bacteria
19313,Pseudonocardia xinpingensis,Bacteria
19314,Pseudonocardia xinhuaensis,Bacteria
19315,Pseudonocardia ailaonensis,Bacteria
19316,Pseudonocardia mopanshanensis,Bacteria
13165,Paenibacillus konsidensis,Bacteria
5529,Segatella baroniae,Bacteria
22077,Rheinheimera soli,Bacteria
22078,Flavobacterium resistens,Bacteria
22080,Pseudoxanthomonas sacheonensis,Bacteria
22082,Devosia geojensis,Bacteria
22084,Zoogloea caeni,Bacteria
22086,Paraburkholderia sediminicola,Bacteria
5562,"""Capnocytophaga endodontalis""",Bacteria
13174,Ligilactobacillus pobuzihii,Bacteria
19326,Saccharothrix violaceirubra,Bacteria
19327,Catenulispora yoronensis,Bacteria
19328,Catenulispora subtropica,Bacteria
19329,Amycolatopsis helveola,Bacteria
19330,Amycolatopsis pigmentata,Bacteria
22092,Thalassobius gelatinovorus,Bacteria
22093,Jannaschia rubra,Bacteria
22095,Marinovum algicola,Bacteria
22096,Hoeflea alexandrii,Bacteria
22097,Salipiger mucosus,Bacteria
22098,Kushneria indalinina,Bacteria
22099,Methylobacterium adhaesivum,Bacteria
22100,Salicola salis,Bacteria
22101,Salicola marasensis,Bacteria
22102,Aeromonas bivalvium,Bacteria
22103,Leeuwenhoekiella blandensis,Bacteria
22104,Chryseobacterium hispanicum,Bacteria
22105,Roseomonas aquatica,Bacteria
22106,Aureimonas altamirensis,Bacteria
22107,Massilia aurea,Bacteria
13177,Oceanobacillus kapialis,Bacteria
19332,Micromonospora chaiyaphumensis,Bacteria
22112,Sphingopyxis panaciterrulae,Bacteria
22116,Gluconobacter morbifer,Bacteria
22117,Commensalibacter intestini,Bacteria
22118,Marinomonas basaltis,Bacteria
22119,Nitratireductor basaltis,Bacteria
22121,Shewanella basaltis,Bacteria
22122,Vibrio areninigrae,Bacteria
22125,Cupriavidus pinatubonensis,Bacteria
22126,Cupriavidus laharis,Bacteria
13178,Ureibacillus massiliensis,Bacteria
22127,Rubritalea sabuli,Bacteria
22128,Flavobacterium anhuiense,Bacteria
22129,Pseudomonas duriflava,Bacteria
22130,Serratia nematodiphila,Bacteria
22131,Sphingobacterium siyangense,Bacteria
13181,Fictibacillus solisalsi,Bacteria
13182,Saccharibacillus kuerlensis,Bacteria
13183,Terribacillus shanxiensis,Bacteria
5566,Clostridium diolis,Bacteria
5567,Clostridium carnis,Bacteria
5568,Clostridium fallax,Bacteria
5569,Clostridium chartatabidum,Bacteria
19335,Microbacterium arabinogalactanolyticum,Bacteria
19336,Microbacterium aurantiacum,Bacteria
19337,Microbacterium chocolatum,Bacteria
19339,Microbacterium esteraromaticum,Bacteria
19340,Microbacterium ketosireducens,Bacteria
19343,Microbacterium trichothecenolyticum,Bacteria
19345,Microbacterium terrae,Bacteria
19346,Microbacterium dextranolyticum,Bacteria
19347,Microbacterium kitamiense,Bacteria
19348,Microbacterium gubbeenense,Bacteria
19349,Microbacterium paraoxydans,Bacteria
19350,Microbacterium natoriense,Bacteria
19351,Microbacterium hydrocarbonoxydans,Bacteria
19352,Microbacterium oleivorans,Bacteria
19353,Gordonia sinesedis,Bacteria
19354,Gordonia araii,Bacteria
22132,Limibacter armeniacum,Bacteria
19358,Microbacterium sabulinigri,Bacteria
22137,Pseudomonas sabulinigri,Bacteria
5570,Clostridium haemolyticum,Bacteria
5572,Enterocloster clostridioformis,Bacteria
13185,Lactococcus chungangensis,Bacteria
19359,Nocardioides sabulinigri,Bacteria
19360,Gordonia kroppenstedtii,Bacteria
19361,Microbacterium hominis,Bacteria
19363,Microbacterium ulmi,Bacteria
17659,Sacchromyces pastorianus,Yeast
17660,Kazachstania exigua,Yeast
5575,Clostridium collagenovorans,Bacteria
22144,Dyella marensis,Bacteria
22146,Ponticaulis koreensis,Bacteria
19366,Kineococcus rhizosphaerae,Bacteria
19368,Nocardioides ultimimeridianus,Bacteria
22147,Devosia yakushimensis,Bacteria
22148,Halomonas stevensii,Bacteria
22154,Halomonas hamiltonii,Bacteria
22157,Halomonas johnsoniae,Bacteria
5577,Clostridium saccharoperbutylacetonicum,Bacteria
5573,Desulfovibrio psychrotolerans,Bacteria
5578,Clostridium nexile,Bacteria
22160,Leptobacterium flavescens,Bacteria
22163,Paracoccus saliphilus,Bacteria
19372,Actinopolyspora erythraea,Bacteria
19375,Zhihengliuella alba,Bacteria
22164,Alteromonas halophila,Bacteria
22165,Pigmentiphaga litoralis,Bacteria
13187,Salipaludibacillus neizhouensis,Bacteria
13189,Jeotgalicoccus marinus,Bacteria
13190,Pontibacillus halophilus,Bacteria
22166,Psychroflexus sediminis,Bacteria
22167,Halomonas sediminis,Bacteria
13192,Salinicoccus albus,Bacteria
19383,Streptomyces mayteni,Bacteria
22170,Chitinophaga rupis,Bacteria
19384,Nocardioides maradonensis,Bacteria
22171,Lutimonas saemankumensis,Bacteria
22172,Jannaschia seohaensis,Bacteria
22173,Muricauda lutimaris,Bacteria
22174,Roseovarius aestuarii,Bacteria
22175,Seohaeicola saemankumensis,Bacteria
22176,Tamlana agarivorans,Bacteria
22177,Brevundimonas basaltis,Bacteria
22178,Alishewanella fetalis,Bacteria
22179,Marinomonas communis,Bacteria
22180,Shewanella hafniensis,Bacteria
13195,Salinibacillus sp.,Bacteria
22182,Prosthecobacter fluviatilis,Bacteria
5580,Clostridium saccharobutylicum,Bacteria
5582,Anaerotignum propionicum,Bacteria
5583,Paeniclostridium sordellii,Bacteria
5584,Lacrimispora saccharolytica,Bacteria
5585,Clostridium tetanomorphum,Bacteria
5586,Acetoanaerobium sticklandii,Bacteria
5587,Lacrimispora xylanolytica,Bacteria
5588,Clostridium scatologenes,Bacteria
19386,Microlunatus basaltis,Bacteria
22183,Aequorivita capsosiphonis,Bacteria
22184,Acinetobacter soli,Bacteria
22185,Shewanella marina,Bacteria
22186,Maritimimonas rapanae,Bacteria
22187,Pedobacter roseus,Bacteria
22188,Kriegella aquimaris,Bacteria
22192,Shigella flexneri,Bacteria
22193,Halomonas aquamarina,Bacteria
22194,Halomonas axialensis,Bacteria
22195,Halomonas magadiensis,Bacteria
22196,Halomonas meridiana,Bacteria
22197,Loktanella rosea,Bacteria
13198,Tetragenococcus halophilus subsp. halophilus,Bacteria
5590,Hathewaya proteolytica,Bacteria
5591,Clostridium scindens,Bacteria
5593,Clostridium thermobutyricum,Bacteria
5594,Clostridium thermopalmarium,Bacteria
22198,Haloferula harenae,Bacteria
22200,Haloferula phyci,Bacteria
22201,Haloferula rosea,Bacteria
22202,Haloferula sargassicola,Bacteria
4009,Halorubrum saccharovorum,Archaea
4012,Halobacterium salinarum,Archaea
4018,Natronococcus jeotgali,Archaea
4019,Halalkalicoccus jeotgali,Archaea
4017,Halogeometricum pallidum,Archaea
5596,Clostridium estertheticum subsp. estertheticum,Bacteria
5595,Exilispira thermophila,Bacteria
5597,Clostridium sardiniense,Bacteria
22206,Pseudomonas alkylphenolica,Bacteria
13200,Falsibacillus pallidus,Bacteria
19387,Cellulomonas flavus,Bacteria
19388,Sinomonas flava,Bacteria
19389,Sinomona soli,Bacteria
22209,Sphingobacterium anhuiense,Bacteria
17748,Zygosaccharomyces rouxii,Yeast
17750,Candida viswanathii,Yeast
17789,Pichia ciferrii,Yeast
17798,Saccharomyces cerevisiae ssp. orsati; Saccharomyces cerevisiae var. ellipsoideus,Yeast
17734,Candida tryodendroni,Yeast
5599,Anaerocolumna xylanovorans,Bacteria
5601,Caloramator australicus,Bacteria
22211,Roseomonas frigidaquae,Bacteria
22213,Roseomonas stagni,Bacteria
13206,Brevibacillus panacihumi,Bacteria
22216,Robiginitalea myxolifaciens,Bacteria
22219,Pseudoalteromonas donghaensis,Bacteria
22224,Roseovarius halotolerans,Bacteria
22225,Diaphorobacter oryzae,Bacteria
13207,Sanguibacter sp.,Bacteria
22227,Mucilaginibacter kameinonensis,Bacteria
22228,Halomonas qijiaojingensis,Bacteria
