자원번호,자원명,분류
62519,Sphingosinicella humi,Bacteria
62520,Pedobacter paludis,Bacteria
62521,Hymenobacter edaphi,Bacteria
49117,Nocardioides gansuensis,Bacteria
15725,Intestinibaculum porci,Bacteria
62522,Phenylobacterium soli,Bacteria
62523,Sphingomonas aracearum,Bacteria
21096,Lactococcus kimchii,Bacteria
15726,"""Actinomyces ruminis""",Bacteria
62527,Herbaspirillum camelliae,Bacteria
62529,Halomonas montanilacus,Bacteria
62530,Halomonas rituensis,Bacteria
62531,Halomonas zhuhanensis,Bacteria
62532,Amphritea opalescens,Bacteria
62553,Arenibacter amylolyticus,Bacteria
62554,Rhodoferax sediminis,Bacteria
62555,Chitinophaga agrisoli,Bacteria
33974,Weizmannia acidilactici,Bacteria
33975,Bhargavaea changchunensis,Bacteria
33976,Paenibacillus flagellatus,Bacteria
62556,Limimonas halophila,Bacteria
62557,Salinivibrio proteolyticus,Bacteria
62558,Pseudomonas salegens,Bacteria
62559,Aliidiomarina iranensis,Bacteria
62560,Aliidiomarina sedimenti,Bacteria
62561,Salinispirillum marinum,Bacteria
62564,Rhodoferax bucti,Bacteria
49133,Nocardioides cynanchi,Bacteria
49134,Jatrophihabitans cynanchi,Bacteria
62567,Ephemeroptericola cinctiostellae,Bacteria
62568,Flavobacterium sangjuense,Bacteria
62569,Flavobacterium nackdongense,Bacteria
62574,Winogradskyella rapida,Bacteria
62575,Acinetobacter sichuanensis,Bacteria
62576,Acinetobacter cumulans,Bacteria
62577,Providencia huaxiensis,Bacteria
62578,Shimia sediminis,Bacteria
62580,Rheinheimera mangrovi,Bacteria
62579,Pararhodobacter zhoushanensis,Bacteria
62593,Marinobacter orientalis,Bacteria
62589,Motilimonas pumila,Bacteria
62582,Jannaschia formosa,Bacteria
62586,Thauera lacus,Bacteria
49137,Nocardioides silvaticus,Bacteria
62595,Lutibacter citreus,Bacteria
62596,Pontibacter arcticus,Bacteria
62599,Marinilabilia rubra,Bacteria
62602,Coraliomargarita sinensis,Bacteria
62603,Rhodohalobacter mucosus,Bacteria
62607,Nibribacter ruber,Bacteria
62613,Azospirillum palustre,Bacteria
62614,Pollutimonas nitritireducens,Bacteria
62615,Pollutimonas subterranea,Bacteria
62616,Vibrio ouci,Bacteria
62617,Vibrio aquaticus,Bacteria
62618,Vibrio sinensis,Bacteria
62619,Photobacterium chitinilyticum,Bacteria
62620,Vibrio viridaestus,Bacteria
62622,Algoriphagus lacus,Bacteria
62629,Arenibacter aquaticus,Bacteria
62623,Pseudopontixanthobacter vadosimaris,Bacteria
62628,Shimia ponticola,Bacteria
62635,Parasedimentitalea marina,Bacteria
62636,Lunatibacter salilacus,Bacteria
62637,Aquiflexum lacus,Bacteria
62640,Pararcticibacter amylolyticus,Bacteria
62642,Faecalibacter bovis,Bacteria
62643,Pedobacter chitinilyticus,Bacteria
15731,Mannheimia ovis,Bacteria
62644,Paracoccus sediminilitoris,Bacteria
62646,Marinomonas shanghaiensis,Bacteria
62647,Algoriphagus litoralis,Bacteria
62648,Confluentibacter sediminis,Bacteria
15734,Duncaniella dubosii,Bacteria
62651,Marinimicrobium alkaliphilum,Bacteria
62652,Alcanivorax indicus,Bacteria
33986,Geobacillus proteiniphilus,Bacteria
62659,Tabrizicola piscis,Bacteria
62660,Wocania indica,Bacteria
62666,Iodobacter ciconiae,Bacteria
62668,Undibacterium piscinae,Bacteria
62676,Lysobacter avium,Bacteria
49151,Ornithinimicrobium ciconiae,Bacteria
15736,Anaerotignum faecicola,Bacteria
62703,Primorskyibacter sedentarius,Bacteria
62704,Pseudovibrio denitrificans,Bacteria
21105,Lactococcus cremoris subsp. tructae,Bacteria
62712,Confluentimicrobium naphthalenivorans,Bacteria
62713,Seonamhaeicola acroporae,Bacteria
62715,Gemmobacter lutimaris,Bacteria
49173,Serinicoccus sediminis,Bacteria
62716,Cohaesibacter intestini,Bacteria
49174,Aeromicrobium endophyticum,Bacteria
62717,Fulvimarina endophytica,Bacteria
49175,Nocardioides euryhalodurans,Bacteria
49176,Nocardioides seonyuensis,Bacteria
49177,Nocardioides eburneiflavus,Bacteria
62719,Flavobacterium poyangense,Bacteria
62720,Massilia atriviolacea,Bacteria
49179,Lentzea isolaginshaensis,Bacteria
62737,Pollutimonas thiosulfatoxidans,Bacteria
62722,Chryseobacterium populi,Bacteria
62738,Terrirubrum flagellatum,Bacteria
62739,Dyella acidiphila,Bacteria
49180,Ornithinimicrobium avium,Bacteria
62742,Pseudorhodobacter turbinis,Bacteria
62750,Flammeovirga pectinis,Bacteria
62751,Polaribacter pectinis,Bacteria
62759,Chryseobacterium pennae,Bacteria
62760,Chryseobacterium pennipullorum,Bacteria
62762,Parasedimentitalea maritima,Bacteria
62765,Phyllobacterium pellucidum,Bacteria
62773,Pseudooceanicola nanhaiensis,Bacteria
62774,Pseudooceanicola nitratireducens,Bacteria
62777,Azospirillum griseum,Bacteria
62779,Tepidicella baoligensis,Bacteria
62780,Coralloluteibacterium thermophilus,Bacteria
62781,Rufibacter latericius,Bacteria
62782,Tepidiphilus baoligensis,Bacteria
21106,Companilactobacillus zhachilii,Bacteria
62784,Vibrio zhugei,Bacteria
62785,Mucilaginibacter endophyticus,Bacteria
62786,Pedobacter miscanthi,Bacteria
15745,Prevotella dentalis,Bacteria
15739,Roseburia faecis,Bacteria
15743,Lawsonibacter asaccharolyticus,Bacteria
15744,Intestinimonas butyriciproducens,Bacteria
62790,Muriicola soli,Bacteria
62791,Sphingorhabdus pulchriflava,Bacteria
62792,Undibacter mobilis,Bacteria
15746,Roseburia intestinalis,Bacteria
62793,Antarcticimicrobium sediminis,Bacteria
62794,Chachezhania antarctica,Bacteria
62795,Parvularcula marina,Bacteria
62796,Poseidonibacter antarcticus,Bacteria
62797,Muricauda nanhaiensis,Bacteria
62798,Pedobacter indicus,Bacteria
62805,Sunxiuqinia indica,Bacteria
49189,Arthrobacter dokdonellae,Bacteria
62811,Paraburkholderia dokdonella,Bacteria
62812,Marinomonas piezotolerans,Bacteria
49190,Saccharopolyspora qinghaiensis,Bacteria
62813,Acinetobacter chinensi,Bacteria
62817,Halomonas azerbaijanica,Bacteria
49192,Marmoricola caldifontis,Bacteria
62820,Peristeroidobacter soli,Bacteria
62821,Pedobacter helvus,Bacteria
62828,Pontixanthobacter rizhaonensis,Bacteria
62833,Flavivirga rizhaonensis,Bacteria
62834,Maribacter luteus,Bacteria
62836,Pseudooceanicola endophyticus,Bacteria
62837,Aureimonas flava,Bacteria
62838,Notoacmeibacter ruber,Bacteria
49195,Kocuria soli,Bacteria
49196,Nakamurella flavasp.,Bacteria
62835,Litorilituus lipolyticus,Bacteria
15747,Absicoccus porci,Bacteria
62839,Rhizobium flavescens,Bacteria
62845,Pelagibacterium lacus,Bacteria
62846,Algibacillus agarilyticus,Bacteria
62847,Fulvivirga sediminis,Bacteria
62848,Fulvivirga marina,Bacteria
62850,Pedobacter chinensis,Bacteria
49199,Lipingzhangella rawalii,Bacteria
49200,Ornithinimicrobium cerasi,Bacteria
49201,Goekera deserti,Bacteria
62852,Roseomonas harenae,Bacteria
62853,Geminicoccus flavidus,Bacteria
62854,Geminicoccus harenae,Bacteria
62851,Lujinxingia vulgaris,Bacteria
62860,Chitinophaga silvisoli,Bacteria
62861,Pelomicrobium methylotrophicum,Bacteria
15749,Paramagnetospirillum kuznetsovii,Bacteria
4274,Halorubrum salinarum,Archaea
62864,Methylobacterium oryzihabitans,Bacteria
62865,Pseudomethylobacillus aquaticus,Bacteria
62867,Aquabacterium lacunae,Bacteria
62868,Stagnimonas aquatica,Bacteria
62869,Aquirufa rosea,Bacteria
62870,Lacibacter luteus,Bacteria
62871,Filimonas effusa,Bacteria
62874,Flavobacterium ustbae,Bacteria
62875,Runella aurantiaca,Bacteria
62876,Larkinella punicea,Bacteria
15750,Thiomicrorhabdus indica,Bacteria
62889,Nonlabens xiamenensis,Bacteria
43009,Paenibacillus seodonensis,Bacteria
43010,Bacillus salinus,Bacteria
43011,Cohnella endophytica,Bacteria
49222,Saccharopolyspora elongata,Bacteria
49223,Saccharopolyspora aridisoli,Bacteria
49224,Kribbella turkmenica,Bacteria
49228,Vallicoccus soli,Bacteria
49229,Bailinhaonella thermotolerans,Bacteria
62895,Tropicibacter alexandrii,Bacteria
4276,Halocatena pleomorpha,Archaea
62896,Qipengyuania marisflavi,Bacteria
62898,Sulfitobacter sabulilitoris,Bacteria
62899,Aliishimia ponticola,Bacteria
62900,Alteraurantiacibacter aquimixticola,Bacteria
62904,Empedobacter tilapiae,Bacteria
62907,Shewanella psychropiezotolerans,Bacteria
62909,Shewanella eurypsychrophilus,Bacteria
62911,Pseudidiomarina gelatinasegens,Bacteria
62913,Deminuibacter soli,Bacteria
62915,Vitreimonas flagellata,Bacteria
62919,Paracoccus luteus,Bacteria
15753,Seramator thermalis,Bacteria
15754,"""Xylanivirga thermophila""",Bacteria
62921,Qipengyuania thermophila,Bacteria
62930,Thermalbibacter longus,Bacteria
49235,Brachybacterium subflavum,Bacteria
49236,Streptomyces tirandamycinicus,Bacteria
62937,Marinobacter halodurans,Bacteria
49237,Ornithinimicrobium pratense,Bacteria
15769,Duncaniella freteri,Bacteria
15770,Muribaculum gordoncarteri,Bacteria
49238,Nocardioides acrostichi,Bacteria
49239,Microbacterium excoecariae,Bacteria
49240,Phycicoccus flavus,Bacteria
62941,Marinobacter denitrificans,Bacteria
62943,Comamonas flocculans,Bacteria
62945,Crenobacter intestini,Bacteria
62948,Ciceribacter ferrooxidans,Bacteria
62951,Formicincola oecophyllae,Bacteria
62952,Oecophyllibacter saccharovorans,Bacteria
62956,Natronospirillum operosum,Bacteria
49242,Tessaracoccus antarcticus,Bacteria
62957,Halomonas marinisediminis,Bacteria
62958,Vibrio marinisediminis,Bacteria
62960,Flavobacterium cerinum,Bacteria
62962,Dokdonia sinensis,Bacteria
21115,Companilactobacillus hulinensis,Bacteria
21118,Companilactobacillus keshanensis,Bacteria
21120,Agrilactobacillus yilanensis,Bacteria
21123,Levilactobacillus mulengensis,Bacteria
21124,Companilactobacillus kedongensis,Bacteria
21125,Levilactobacillus tangyuanensis,Bacteria
21129,Levilactobacillus huananensis,Bacteria
21131,Companilactobacillus baiquanensis,Bacteria
21133,Companilactobacillus jidongensis,Bacteria
21134,Levilactobacillus fujinensis,Bacteria
21135,Lactobacillus tongjiangensis,Bacteria
21136,Levilactobacillus lindianensis,Bacteria
21137,Levilactobacillus fuyuanensis,Bacteria
43019,Chengkuizengella marina,Bacteria
15780,Sulfurimonas indica,Bacteria
15781,"""Sulfurimonas hydrogeniphila""",Bacteria
62963,Teredinibacter waterburyi,Bacteria
62964,Teredinibacter haidensis,Bacteria
62965,Teredinibacter purpureus,Bacteria
62966,Teredinibacter franksiae,Bacteria
62977,Edaphocola flava,Bacteria
62978,Asticcacaulis tiandongensis,Bacteria
62979,Lysobacter lumbrici,Bacteria
62980,Sphingobacterium lumbrici,Bacteria
62981,Sphingobacterium cavernae,Bacteria
49243,Nocardioides stalactiti,Bacteria
49244,Isoptericola sediminis,Bacteria
15782,Rhodobacter sediminicola,Bacteria
15783,Biomaibacter acetigenes,Bacteria
62986,Palleronia sediminis,Bacteria
62987,Oceanospirillum sediminis,Bacteria
62990,Pedobacter changchengzhani,Bacteria
62991,Mucilaginibacter gilvus,Bacteria
62992,Maribacter algarum,Bacteria
62994,Maribellus luteus,Bacteria
62995,Aureimonas fodinaquatilis,Bacteria
62996,Ruegeria sediminis,Bacteria
62997,Nitratireductor arenosus,Bacteria
62998,Arenibacterium halophilum,Bacteria
62999,Chachezhania sediminis,Bacteria
72000,Sinimarinibacterium arenosum,Bacteria
72001,Flavivirga algicola,Bacteria
72002,Arenibacter lacus,Bacteria
72003,Pontimicrobium aquaticum,Bacteria
72004,Mesonia hitae,Bacteria
43022,Salinicoccus cyprini,Bacteria
15795,Monoglobus pectinilyticus,Bacteria
72005,Algicella marina,Bacteria
72012,"""Thermogemmata fonticola""",Bacteria
72013,Tautonia sociabilis,Bacteria
15797,Infirmifilum lucidum,Archaea
72014,Polymorphobacter arshaanensis,Bacteria
72015,Tabrizicola sediminis,Bacteria
72018,Undibacterium crateris,Bacteria
72023,Marinobacter panjinensis,Bacteria
72024,Dyadobacter bucti,Bacteria
72027,Spingobacterium puteale,Bacteria
15803,Lactobacillus xujianguonis,Bacteria
72031,Ochrobactrum teleogrylli,Bacteria
4277,Halorubrum xinjiangense,Archaea
72032,Paracoccus tegillarcae,Bacteria
72039,Chitinophaga lutea,Bacteria
72040,Shewanella maritima,Bacteria
72043,Marinobacter caseinilyticus,Bacteria
15800,Anaerophilus nitritogenes,Bacteria
72045,Fluviibacterium aquatile,Bacteria
72046,Pelagovum pacificum,Bacteria
72047,Shewanella polaris,Bacteria
72052,Thermaurantiacus tibetensis,Bacteria
72061,Vulcaniibacterium gelatinicum,Bacteria
72062,Lysobacter prati,Bacteria
49249,Nocardiopsis deserti,Bacteria
49253,Flaviflexus ciconiae,Bacteria
72074,Solirhodobacter olei,Bacteria
72075,Mucilaginibacter terrenus,Bacteria
49257,Gordonia insulae,Bacteria
72076,Lichenibacterium ramalinae,Bacteria
72077,Lichenibacterium minor,Bacteria
43028,Cohnella abietis,Bacteria
72081,Hyunsoonleella flava,Bacteria
72082,Microvenator marinus,Bacteria
72083,Persicimonas caeni,Bacteria
72085,Seonamhaeicola sediminis,Bacteria
43033,Cohnella lupini,Bacteria
72087,Halomonas zhangzhouensis,Bacteria
72088,Halomonas aerodenitrificans,Bacteria
72089,Halomonas sulfidoxydans,Bacteria
72090,Halomonas ethanolica,Bacteria
72091,Halomonas sulfidivorans,Bacteria
72092,Halomonas tianxiuensis,Bacteria
49258,Cumulibacter soli,Bacteria
49259,Ornithinicoccus soli,Bacteria
72095,Pontibacter kalidii,Bacteria
72099,Flavobacterium algicola,Bacteria
72100,Flavobacterium caeni,Bacteria
72101,Flavobacterium beibuense,Bacteria
72102,Myroides anatoliensis,Bacteria
72103,Flavobacterium foetidum,Bacteria
72104,Flavobacterium alvei,Bacteria
72105,Antarcticimicrobium luteum,Bacteria
72106,Algoriphagus aquimaris,Bacteria
72107,Pseudooceanicola aestuarii,Bacteria
72109,Erythrobacter mangrovi,Bacteria
72110,Nitratireductor mangrovi,Bacteria
72111,Algoriphagus algorifonticola,Bacteria
43034,Halobacillus karajensis,Bacteria
72113,Marinomonas flavescens,Bacteria
43036,Thermoflavimicrobium daqui,Bacteria
72114,Aliiroseovarius marinus,Bacteria
72119,Marinomonas transparens,Bacteria
72120,Marinomonas sargassi,Bacteria
72121,Leucothrix sargassi,Bacteria
72122,Paraglaciecola marina,Bacteria
43037,Lentibacillus persicus,Bacteria
72123,Rhizosphaericola mali,Bacteria
15807,Anoxybacillus karvacharensis,Bacteria
15808,"""Thermococcus bergensis""",Archaea
72136,Polyangium aurulentum,Bacteria
72137,Denitrobaculum tricleocarpae,Bacteria
72138,Exilibacterium tricleocarpae,Bacteria
72139,Rubellicoccus peritrichatus,Bacteria
72140,Photobacterium profundum,Bacteria
72141,Shewanella livingstonensis,Bacteria
72142,Izhakiella capsodis,Bacteria
72143,Izhakiella australiensis,Bacteria
43039,Lysobacter alkalisoli,Bacteria
72144,Sneathiella aquimaris,Bacteria
72146,Croceicoccus sediminis,Bacteria
72148,Spartinivicinus ruber,Bacteria
72149, Pleionea sediminis,Bacteria
72152,Pareuzebyella sediminis,Bacteria
72155,Ostreibacterium oceani,Bacteria
72156,Rhodoligotrophos defluvii,Bacteria
72159,Haloflavibacter putidus,Bacteria
72160,Moheibacter lacus,Bacteria
72163,Alcanivorax sediminis,Bacteria
72164,Roseiconus lacunae,Bacteria
72174,Roseiconus nitratireducens,Bacteria
72175,Gimesia chilikensis,Bacteria
72176,Crateriforma spongiae,Bacteria
72177,Tautonia marina,Bacteria
72178,Roseimaritima sediminicola,Bacteria
15816,Pseudoclostridium thermosuccinogenes,Bacteria
15817,Desulfofundulus australicus,Bacteria
15818,Clostridium viride,Bacteria
72180,Teredinibacter turnerae,Bacteria
72183,Rheinheimera sediminis,Bacteria
72184,Rheinheimera lutimaris,Bacteria
72187,Roseovarius arcticus,Bacteria
72193,Maritimibacter alexandrii,Bacteria
72194,Maricaulis alexandrii,Bacteria
72197,Marinobacter shengliensis subsp. alexandrii,Bacteria
72198,Marinobacter alexandrii,Bacteria
72200,Muricauda oceanensis,Bacteria
72203,Aquariibacter albus,Bacteria
72206,Tabrizicola algicola,Bacteria
43041,Psychrobacillus glaciei,Bacteria
72211,Pseudooceanicola onchidii,Bacteria
72212,Pacificoceanicola onchidii,Bacteria
72216,Algoriphagus kandeliae,Bacteria
72217,Algibacter onchidii,Bacteria
72218,Muricauda onchidii,Bacteria
15819,Sulfurospirillum diekertiae,Bacteria
72220,Flavobacterium salilacus subsp. salilacus,Bacteria
72223,Steroidobacter agaridevorans,Bacteria
72224,Kangsaoukella pontilimi,Bacteria
15823,Sutterella faecalis,Bacteria
72225,Patiriisocius marinistellae,Bacteria
4278,Halorubrum chaoviator,Archaea
72226,Hongsoonwoonella zoysiae,Bacteria
72227,Duganella aceris,Bacteria
72228,Spirosoma foliorum,Bacteria
72232,Halarcobacter arenosus,Bacteria
72233,Azotobacter chroococcum subsp. isscasensis,Bacteria
72234,Jejubacter calystegiae,Bacteria
43047,Cohnella pontilimi,Bacteria
4279,Natrialba swarupiae,Archaea
72237,Nonlabens ponticola,Bacteria
4280,Natronococcus pandeyae,Archaea
15925,Nitrosophilus alvini,Bacteria
15926,"""Hydrogenimonas urashimensis""",Bacteria
72247,Ketobacter nezhaii,Bacteria
72248,Chryseobacterium salivictor,Bacteria
72252,Robertkochia solimangrovi,Bacteria
72254,Propylenella binzhouense,Bacteria
49280,Aeromicrobium piscarium,Bacteria
72259,Azospirillum oleiclasticum,Bacteria
72263,Hymenobacter lutimineralis,Bacteria
72265,Pseudomonas tructae,Bacteria
72278,Mesorhizobium terrae,Bacteria
72280,Pelagerythrobacter rhizovicinus,Bacteria
72281,Limnobacter alexandrii,Bacteria
49281,Gephyromycinifex aptenodytis,Bacteria
72283,Hufsiella arboris,Bacteria
72282,Hufsiella ginkgonis,Bacteria
15826,Desulfosediminicola ganghwensis,Bacteria
15827,Desulfosediminicola flagellatus,Bacteria
15831,Geothermobacter hydrogeniphilus,Bacteria
72284,Tepidiforma bonchosmolovskayae,Bacteria
72285,Paraoceanicella profunda,Bacteria
72286,Chitiniphilus eburneus,Bacteria
72287,Sphingobacterium olei,Bacteria
72288,Niastella caeni,Bacteria
43049,Deinococcus altitudinis,Bacteria
43050,Deinococcus alpinitundrae,Bacteria
43051,Deinococcus arboris,Bacteria
72321,Lichenicoccus roseus,Bacteria
72330,Hymenobacter translucens,Bacteria
72333,Hymenobacter lucidus,Bacteria
72338,Hymenobacter telluris,Bacteria
72341,Hymenobacter armeniacus,Bacteria
72342,Hymenobacter puniceus,Bacteria
72347,Nitratireductor thuwalensis,Bacteria
72348,Kaustia mangrovi,Bacteria
72349,Mangrovivirga cuniculi,Bacteria
72351,Rhabdaerophilum calidifontis,Bacteria
72354,Rhodobacter flagellatus,Bacteria
72365,Spirosoma aureum,Bacteria
72367,Microvirga terrestris,Bacteria
72368,Microvirga pudoricolor,Bacteria
72390,Cyclobacterium salsum,Bacteria
72391,Cyclobacterium roseum,Bacteria
72394,Pinirhizobacter soli,Bacteria
72397,Limnoglobus roseus,Bacteria
72398,Lacipirellula parvula,Bacteria
15839,Calorimonas adulescens,Bacteria
15840,Alkalibaculum sporogenes,Bacteria
43059,Paenibacillus dokdonensis,Bacteria
72399,Thalassotalea mangrovi,Bacteria
72401,Marisediminitalea mangrovi,Bacteria
72409,Adhaeribacter terrigena,Bacteria
72412,Pontibacter burrus,Bacteria
72406,Microvirga splendida,Bacteria
72413,Pontibacter beigongshangensis,Bacteria
72414,Marinicella rhabdoformis,Bacteria
72416,Pseudohalioglobus sediminis,Bacteria
72422,Flavisolibacter longurius,Bacteria
72425,Luteimonas wenzhouensis,Bacteria
43072,Saccharibacillus brassicae,Bacteria
15841,Thiomicrorhabdus sediminis,Bacteria
15842,Thiomicrorhabdus xiamenensis,Bacteria
72432,Algibacter pacificus,Bacteria
72433,Marinigracilibium pacificum,Bacteria
72434,Pelagihabitans pacificus,Bacteria
49299,Marinisubtilis pacificus,Bacteria
72429,Pacificispira spongiicola,Bacteria
72430,Oceanomicrobium pacificus,Bacteria
72385,Microvirga alba,Bacteria
27988,Vishniacozyma sp.,Yeast
27998,Dioszegia sp.,Yeast
72440,Citrobacter arsenatis,Bacteria
72441,Halomonas diversa,Bacteria
72442,Aliikangiella coralliicola,Bacteria
72443,Poritiphilus flavus,Bacteria
72444,Prasinibacter corallicola,Bacteria
72445,Sulfidibacter corallicola,Bacteria
43078,Exiguobacterium qingdaonense,Bacteria
43079,Exiguobacterium algae,Bacteria
49302,Cellulosimicrobium protaetiae,Bacteria
15844,Thermococcus indicus,Archaea
15845,Paradesulfovibrio onnuriensis,Bacteria
72447,Myroides albus,Bacteria
72448,Intestinirhabdus alba,Bacteria
72449,Mixta tenebrionis,Bacteria
15847,"""Collinsella acetigenes""",Bacteria
72450,Paucihalobacter ruber,Bacteria
72452,Hydrogenophaga crocea,Bacteria
72454,Pseudomonas lalkuanensis,Bacteria
72456,Acinetobacter suaedae,Bacteria
72457,Qingshengfaniella alkalisoli,Bacteria
72458,Echinicola soli,Bacteria
72459,Flavobacterium alkalisoli,Bacteria
72461,Rubellimicrobium rubrum,Bacteria
72462,Aureimonas leprariae,Bacteria
72463,Paracoccus lichenicola,Bacteria
49303,Nocardioides flavescens,Bacteria
72464,Alteromonas iocasae,Bacteria
72465,Microvirga antarctica,Bacteria
72468,Hymenobacter terricola,Bacteria
72470,Lysobacter gilvus,Bacteria
72471,Rhodobacter kunshanensis,Bacteria
72472,Extensimonas perlucida,Bacteria
72473,Caenimonas sedimenti,Bacteria
72475,Marinobacter fonticola,Bacteria
72476,Paracoccus seriniphilus,Bacteria
72477,Paracoccus homiensis,Bacteria
72478,Paracoccus denitrificans,Bacteria
72479,Paracoccus alcaliphilus,Bacteria
72480,Paracoccus marinus,Bacteria
72481,Paracoccus limosus,Bacteria
72482,Paracoccus huijuniae,Bacteria
72483,Paracoccus zhejiangensis,Bacteria
72484,Paracoccus hibisci,Bacteria
72485,Paracoccus hibiscisoli,Bacteria
72486,Paracoccus suum,Bacteria
72487,Paracoccus pacificus,Bacteria
72488,Paracoccus sanguinis,Bacteria
72490,Ferrimonas lipolytica,Bacteria
4282,Conexivisphaera calida,Archaea
72501,Marinomonas profundi,Bacteria
72510,Rhodobacter xinxiangensis,Bacteria
72512,Mesorhizobium alexandrii,Bacteria
72513,Sulfitobacter algicola,Bacteria
72517,Citrobacter tructae,Bacteria
72518,Janthinobacterium tructae,Bacteria
72520,Halioglobus maricola,Bacteria
72524,Jannaschia marina,Bacteria
72528,Seonamhaeicola maritimus,Bacteria
72529,Chryseobacterium binzhouense,Bacteria
72531,Formosa maritima,Bacteria
72532,Maribacter aquimaris,Bacteria
72533,Mucilaginibacter mali,Bacteria
15851,Sulfurimonas xiamenensis,Bacteria
15852,Sulfurimonas marina,Bacteria
15853,Sulfurimonas lithotrophica,Bacteria
15854,Sulfurimonas sediminis,Bacteria
72545,Thalassococcus arenae,Bacteria
72546,Thauera sedimentorum,Bacteria
72547,Parvibaculum sedimenti,Bacteria
43098,Deinococcus terrestris,Bacteria
49325,Vagococcus hydrophili,Bacteria
72572,Salinicola corii,Bacteria
72573,Halomonas pellis,Bacteria
49313,Microbacterium wangchenii,Bacteria
49314,Nocardioides jishulii,Bacteria
72576,Roseovarius gahaiensis,Bacteria
72578,Halomonas binhaiensis,Bacteria
72580,Acidithiobacillus acidisediminis,Bacteria
49317,Leucobacter coleopterorum,Bacteria
49318,Leucobacter insecticola,Bacteria
49319,Leucobacter viscericola,Bacteria
49320,Brevilactibacter coleopterorum,Bacteria
49321,Nocardioides piscis,Bacteria
49324,Tessaracoccus coleopterorum,Bacteria
72588,Sphingomonas piscis,Bacteria
72589,Sphingomonas sinipercae,Bacteria
72593,Luteimonas gilva,Bacteria
72594,Flavobacterium hydrocarbonoxydans,Bacteria
72595,Foetidibacter luteolus,Bacteria
72597,Tautonia rosea,Bacteria
43107,Gracilibacillus salitolerans,Bacteria
43108,Paenibacillus arenosi,Bacteria
43112,Vagococcus coleopterorum,Bacteria
43113,Vagococcus hydrophili,Bacteria
43114,Weissella coleopterorum,Bacteria
72602,Chitinimonas arctica,Bacteria
15866,Alistipes hominis,Bacteria
72611,Rhodoalgimonas zhirmunskyi,Bacteria
72612,Casimicrobium huifangae,Bacteria
15860,Eubacterium hominis,Bacteria
15861,Flintibacter hominis,Bacteria
15862,Pseudoflavonifractor hominis,Bacteria
15868,Copranaerobaculum intestinale,Bacteria
72604,Vibrio intestinalis,Bacteria
72613,Spirosoma endbachense,Bacteria
49326,Streptomyces phaeolivaceus,Bacteria
72619,Pseudomonas saliphila,Bacteria
72649,Hymenobacter baengnokdamensis,Bacteria
72617,Mucilaginibacter lacusdianchii,Bacteria
15902,Clostridium neonatale,Bacteria
15903,Megasphaera micronuciformis,Bacteria
15904,Kandleria vitulina,Bacteria
15905,Thermosipho ferrireducens,Bacteria
72623,Vibrio ostreae,Bacteria
43120,Bacillus dafuensis,Bacteria
15906,Fusibacter ferrireducens,Bacteria
72626,Chryseobacterium siluri,Bacteria
72629,Larkinella humicola,Bacteria
72630,Adhaeribacter soli,Bacteria
72631,Hymenobacter busanensis,Bacteria
15907,"""Heminiphilus faecis""",Bacteria
43124,Alicyclobacillus curvatus,Bacteria
43125,Alicyclobacillus mengziensis,Bacteria
72632,Altererythrobacter lutimaris,Bacteria
72636,"""Pararhizobium mangrovi""",Bacteria
49334,Rhodococcus antarcticus,Bacteria
72653,Microvirga arsenatis,Bacteria
72654,Crenobacter caeni,Bacteria
72655,Pedobacter puniceum,Bacteria
72656,Rudanella paleaurantiibacter,Bacteria
72658,Pseudomonas xionganensis,Bacteria
43130,Lysinibacillus cavernae,Bacteria
43131,Bacillus tepidiphilus,Bacteria
43132,Paenibacillus tengchongensis,Bacteria
15912,Petroclostridium xylanilyticum,Bacteria
72660,Fontimonas thermophila,Bacteria
72661,Sinimarinibacterium flocculans,Bacteria
72664,Marinobacter changyiensis,Bacteria
72665,Pseudoroseicyclus tamaricis,Bacteria
72669,Paraferrimonas sedimenticola,Bacteria
49339,Sinomonas cellulolyticus,Bacteria
72671,Paludisphaera rhizosphaerae,Bacteria
15917,Anaerotalea alkaliphila,Bacteria
15918,Pseudodesulfovibrio alkaliphilus,Bacteria
15919,Pelovirga terrestris,Bacteria
15920,Alkalibacter mobilis,Bacteria
15916,Roseovarius autotrophicus,Bacteria
43133,Ligilactobacillus salivarius,Bacteria
72677,Methylococcus geothermalis,Bacteria
43140,Oceanobacillus halotolerans,Bacteria
72678,Nitrincola iocasae,Bacteria
15930,Acetivibrio thermocellus,Bacteria
49342,Actinokineospora pegani,Bacteria
72680,Halomonas piezotolerans,Bacteria
49343,Nonomureae nitratireducens,Bacteria
72696,Mangrovibacterium lignilyticum,Bacteria
72683,Tamlana haliotis,Bacteria
72684,Psychroserpens luteolus,Bacteria
72685,Aquimarina algicola,Bacteria
72686,Ruegeria haliotis,Bacteria
72687,Paracoccus xiamenensis,Bacteria
72688,Pseudooceanicola pacificus,Bacteria
72689,Paracoccus amoyensis,Bacteria
72692,Spiribacter salilacus,Bacteria
15857,Anaerosporobacter faecicola,Bacteria
49344,Brevibacterium anseongense,Bacteria
49345,Brevibacterium hankyongi,Bacteria
49349,Nocardioides ungokensis,Bacteria
49350,Terrabacter ginsengisoli,Bacteria
72697,Compostibacter hankyongensis,Bacteria
